Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5469,0.5426,0.5469,0.5433,N/A,N/A,0.2537,0.2545
DecisionTree,GaussianCopula,0.4056,0.3942,0.4056,0.393,N/A,N/A,0.0243,0.0248
DecisionTree,Original,0.6915,0.6944,0.6915,0.6929,N/A,N/A,0.4999,0.4999
DecisionTree,TVAE,0.6011,0.6303,0.6011,0.6078,N/A,N/A,0.3736,0.3793
KNN,CTGAN,0.4802,0.4342,0.4802,0.4504,N/A,N/A,0.1121,0.1148
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,N/A,N/A,-0.0151,-0.0156
KNN,Original,0.5774,0.5653,0.5774,0.5703,N/A,N/A,0.3,0.3007
KNN,TVAE,0.5322,0.5021,0.5322,0.512,N/A,N/A,0.2047,0.2076
LogisticRegression,CTGAN,0.6667,0.5464,0.6667,0.5996,N/A,N/A,0.4085,0.4343
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,N/A,N/A,0.2419,0.29
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,N/A,N/A,0.5716,0.5815
LogisticRegression,TVAE,0.6791,0.6556,0.6791,0.6639,N/A,N/A,0.4655,0.4682
RandomForest,CTGAN,0.696,0.572,0.696,0.6251,N/A,N/A,0.4561,0.49
RandomForest,GaussianCopula,0.5492,0.4932,0.5492,0.5036,N/A,N/A,0.2078,0.2211
RandomForest,Original,0.7751,0.762,0.7751,0.7605,N/A,N/A,0.6185,0.6267
RandomForest,TVAE,0.6994,0.6903,0.6994,0.689,N/A,N/A,0.5071,0.5116
SVM,CTGAN,0.5006,0.3752,0.5006,0.3634,N/A,N/A,0.0189,0.0407
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,N/A,N/A,0.0189,0.0407
