Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6389,0.6481,0.6389,0.6431,0.5873,13.0158,0.1702,0.1706
DecisionTree,CTGAN_HYBRID,0.4861,0.5463,0.4861,0.5057,0.4645,18.5224,-0.0622,-0.0656
DecisionTree,GaussianCopula_HYBRID,0.4931,0.5608,0.4931,0.5129,0.4823,18.2721,-0.0306,-0.0327
DecisionTree,Original,0.7292,0.7472,0.7292,0.7354,0.7095,9.7618,0.3964,0.4003
KNN,Anonymous,0.6389,0.6055,0.6389,0.6165,0.4816,2.579,0.0659,0.0681
KNN,CTGAN_HYBRID,0.6736,0.6231,0.6736,0.627,0.5052,3.0212,0.0854,0.0978
KNN,GaussianCopula_HYBRID,0.6181,0.5779,0.6181,0.5921,0.5073,1.1534,0.005,0.0052
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
LogisticRegression,Anonymous,0.7014,0.6913,0.7014,0.5965,0.5611,0.6146,0.048,0.1143
LogisticRegression,CTGAN_HYBRID,0.6944,0.6369,0.6944,0.5815,0.527,0.6224,0.0174,0.0501
LogisticRegression,GaussianCopula_HYBRID,0.6944,0.4823,0.6944,0.5692,0.4825,0.65,0.0,0.0
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
RandomForest,Anonymous,0.6458,0.6111,0.6458,0.6218,0.5869,0.6565,0.0774,0.0804
RandomForest,CTGAN_HYBRID,0.625,0.6055,0.625,0.6135,0.4707,0.7121,0.069,0.0696
RandomForest,GaussianCopula_HYBRID,0.5764,0.5791,0.5764,0.5777,0.4797,0.7548,0.0081,0.0081
RandomForest,Original,0.8194,0.8143,0.8194,0.8139,0.7995,0.477,0.5517,0.557
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,CTGAN_HYBRID,0.6875,0.4808,0.6875,0.5658,N/A,N/A,-0.0138,-0.0555
SVM,GaussianCopula_HYBRID,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
