Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.3991,0.408,0.3991,0.4017,0.5124,21.6588,0.0343,0.0345
DecisionTree,Original,0.6815,0.7011,0.6815,0.6895,0.7392,11.4808,0.4926,0.4942
DecisionTree,TVAE,0.5542,0.5782,0.5542,0.5608,0.6399,16.0677,0.297,0.3003
KNN,CTGAN,0.3818,0.393,0.3818,0.3664,0.5041,5.6167,0.0077,0.0083
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.5851,0.5302,0.5851,0.5392,0.657,8.5425,0.2688,0.2821
LogisticRegression,CTGAN,0.552,0.4698,0.552,0.5018,0.6034,1.0268,0.2404,0.2557
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.6521,0.6051,0.6521,0.6088,0.7554,1.8819,0.4021,0.4148
RandomForest,CTGAN,0.4676,0.4607,0.4676,0.4291,0.5582,1.0405,0.1156,0.1261
RandomForest,Original,0.7809,0.7668,0.7809,0.7662,0.8891,0.5738,0.6291,0.6362
RandomForest,TVAE,0.6807,0.6634,0.6807,0.6478,0.814,1.3529,0.468,0.4861
