Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4583,0.5,0.4583,0.4748,,,-0.1556,-0.1595
DecisionTree,Original,0.7188,0.7638,0.7188,0.7284,,,0.4146,0.4322
KNN,Anonymous,0.6146,0.5808,0.6146,0.5929,,,0.0231,0.0238
KNN,Original,0.6146,0.5719,0.6146,0.5861,,,0.0034,0.0035
LogisticRegression,Anonymous,0.6458,0.5181,0.6458,0.555,,,-0.0543,-0.0812
LogisticRegression,Original,0.8229,0.8213,0.8229,0.8129,,,0.5512,0.5674
RandomForest,Anonymous,0.4583,0.5073,0.4583,0.4764,,,-0.1366,-0.1416
RandomForest,Original,0.8125,0.8073,0.8125,0.8062,,,0.5385,0.5449
SVM,Anonymous,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
SVM,Original,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
