Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5556,0.5875,0.5556,0.568,N/A,N/A,0.027,0.0275
DecisionTree,GaussianCopula,0.6944,0.6944,0.6944,0.6944,N/A,N/A,0.28,0.28
DecisionTree,Original,0.7569,0.7619,0.7569,0.7591,N/A,N/A,0.438,0.4385
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,N/A,N/A,-0.0462,-0.0467
KNN,CTGAN,0.5278,0.6034,0.5278,0.5463,N/A,N/A,0.0556,0.0603
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,N/A,N/A,-0.0655,-0.0722
KNN,Original,0.6597,0.6276,0.6597,0.6366,N/A,N/A,0.1136,0.118
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.5764,0.5737,0.5764,0.575,N/A,N/A,-0.0046,-0.0046
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,N/A,N/A,0.4896,0.4922
LogisticRegression,Original,0.7361,0.7516,0.7361,0.7416,N/A,N/A,0.4083,0.4115
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,N/A,N/A,-0.0314,-0.0359
RandomForest,CTGAN,0.5625,0.5479,0.5625,0.5547,N/A,N/A,-0.0648,-0.065
RandomForest,GaussianCopula,0.7708,0.7653,0.7708,0.7458,N/A,N/A,0.3767,0.4104
RandomForest,Original,0.8403,0.8366,0.8403,0.8361,N/A,N/A,0.6061,0.6105
RandomForest,TVAE,0.6111,0.585,0.6111,0.5954,N/A,N/A,0.0214,0.0217
SVM,CTGAN,0.7014,0.6913,0.7014,0.5965,N/A,N/A,0.048,0.1143
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
