Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.4917,0.5559,0.4917,0.5109,N/A,N/A,-0.0365,-0.0388
DecisionTree,Original,0.6958,0.712,0.6958,0.7019,N/A,N/A,0.32,0.3224
DecisionTree,TVAE,0.475,0.5424,0.475,0.495,N/A,N/A,-0.0636,-0.068
KNN,CTGAN,0.575,0.551,0.575,0.5614,N/A,N/A,-0.0515,-0.0521
KNN,Original,0.6625,0.6241,0.6625,0.6322,N/A,N/A,0.1048,0.1116
KNN,TVAE,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.5833,0.6168,0.5833,0.5955,N/A,N/A,0.0975,0.0995
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,N/A,N/A,0.343,0.343
LogisticRegression,TVAE,0.6208,0.5823,0.6208,0.5956,N/A,N/A,0.0192,0.02
RandomForest,CTGAN,0.5583,0.4997,0.5583,0.524,N/A,N/A,-0.1568,-0.1647
RandomForest,Original,0.7917,0.7841,0.7917,0.7826,N/A,N/A,0.4763,0.485
RandomForest,TVAE,0.6083,0.5768,0.6083,0.5889,N/A,N/A,0.0074,0.0076
