Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6732,0.6928,0.6732,0.6813,0.7328,11.7793,0.4798,0.4813
DecisionTree,CTGAN_HYBRID,0.4255,0.5134,0.4255,0.4541,0.5661,20.7088,0.1433,0.1505
DecisionTree,GaussianCopula_HYBRID,0.3803,0.3848,0.3803,0.3814,0.4976,22.3373,-0.0056,-0.0056
DecisionTree,Original,0.6739,0.6934,0.6739,0.6821,0.7318,11.7522,0.4809,0.4823
DecisionTree,TVAE_HYBRID,0.6062,0.6232,0.6062,0.6108,0.6737,14.1949,0.3743,0.3771
KNN,Anonymous,0.5776,0.5597,0.5776,0.5656,0.6811,5.1332,0.2909,0.2933
KNN,CTGAN_HYBRID,0.4014,0.4428,0.4014,0.4154,0.548,7.4331,0.081,0.0827
KNN,GaussianCopula_HYBRID,0.4375,0.3969,0.4375,0.411,0.5104,5.8405,0.0297,0.0304
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE_HYBRID,0.5188,0.4926,0.5188,0.5026,0.6156,7.1295,0.1915,0.1931
LogisticRegression,Anonymous,0.7229,0.7035,0.7229,0.7075,0.8038,1.0255,0.5319,0.5374
LogisticRegression,CTGAN_HYBRID,0.5986,0.5793,0.5986,0.586,0.6769,1.3049,0.3262,0.3288
LogisticRegression,GaussianCopula_HYBRID,0.5512,0.4957,0.5512,0.4698,0.6224,1.118,0.1674,0.2104
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE_HYBRID,0.6664,0.6445,0.6664,0.652,0.7347,2.0068,0.4408,0.4436
RandomForest,Anonymous,0.7726,0.7565,0.7726,0.7584,0.8808,0.595,0.6161,0.6222
RandomForest,CTGAN_HYBRID,0.5467,0.6125,0.5467,0.5691,0.7174,0.9271,0.3093,0.3175
RandomForest,GaussianCopula_HYBRID,0.5444,0.4827,0.5444,0.4557,0.6364,0.9779,0.1396,0.1844
RandomForest,Original,0.7748,0.7584,0.7748,0.7585,0.8906,0.5696,0.6184,0.6259
RandomForest,TVAE_HYBRID,0.7229,0.6892,0.7229,0.6897,0.8399,0.7185,0.5341,0.5463
