Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6136,0.6452,0.6136,0.6257,,,0.392,0.3949
DecisionTree,Original,0.6915,0.6934,0.6915,0.6924,,,0.5002,0.5002
KNN,Anonymous,0.6689,0.6544,0.6689,0.6605,,,0.4515,0.4526
KNN,Original,0.5774,0.5653,0.5774,0.5703,,,0.3,0.3007
LogisticRegression,Anonymous,0.7424,0.7351,0.7424,0.7379,,,0.5756,0.5765
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,,,0.5716,0.5815
RandomForest,Anonymous,0.748,0.7255,0.748,0.7276,,,0.5749,0.5815
RandomForest,Original,0.7751,0.7602,0.7751,0.761,,,0.62,0.6266
SVM,Anonymous,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
