Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6792,0.6796,0.6792,0.6793,0.7293,11.0176,0.4794,0.4795
DecisionTree,CTGAN,0.5166,0.5098,0.5166,0.5124,0.5932,17.4247,0.2035,0.2039
DecisionTree,CTGAN_HYBRID,0.4232,0.449,0.4232,0.4292,0.5492,20.7902,0.0943,0.0961
DecisionTree,GaussianCopula,0.4834,0.4623,0.4834,0.4687,0.5569,18.6189,0.133,0.1347
DecisionTree,GaussianCopula_HYBRID,0.4383,0.4369,0.4383,0.4369,0.5353,20.2474,0.0859,0.0861
DecisionTree,Original,0.6732,0.6885,0.6732,0.6797,0.7305,11.7793,0.4779,0.4789
DecisionTree,TVAE,0.6386,0.6281,0.6386,0.6308,0.6861,13.0278,0.4062,0.4079
DecisionTree,TVAE_HYBRID,0.625,0.6184,0.625,0.6214,0.6784,13.5164,0.386,0.3862
KNN,Anonymous,0.6928,0.6801,0.6928,0.6848,0.8016,3.5803,0.4898,0.4913
KNN,CTGAN,0.4533,0.4315,0.4533,0.4375,0.5534,5.6764,0.0831,0.0842
KNN,CTGAN_HYBRID,0.3464,0.3764,0.3464,0.3577,0.4828,6.276,-0.0144,-0.0146
KNN,GaussianCopula,0.4066,0.4105,0.4066,0.4055,0.509,5.9577,0.0425,0.0429
KNN,GaussianCopula_HYBRID,0.427,0.4082,0.427,0.4158,0.5361,5.0038,0.04,0.0403
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.5542,0.5198,0.5542,0.516,0.6464,7.4997,0.2243,0.2326
KNN,TVAE_HYBRID,0.6122,0.5955,0.6122,0.5675,0.7026,7.6662,0.3285,0.3416
LogisticRegression,Anonymous,0.7395,0.7115,0.7395,0.7167,0.8597,0.6294,0.5569,0.5649
LogisticRegression,CTGAN,0.6755,0.6456,0.6755,0.6103,0.7778,0.7958,0.4182,0.4503
LogisticRegression,CTGAN_HYBRID,0.4608,0.3825,0.4608,0.3652,0.5054,1.057,-0.0088,-0.0122
LogisticRegression,GaussianCopula,0.5663,0.531,0.5663,0.5214,0.6882,0.9612,0.2266,0.2475
LogisticRegression,GaussianCopula_HYBRID,0.5422,0.4941,0.5422,0.4291,0.6868,0.9645,0.1103,0.1928
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.6732,0.6497,0.6732,0.6448,0.7642,1.5156,0.4505,0.4606
LogisticRegression,TVAE_HYBRID,0.6468,0.5979,0.6468,0.5946,0.7518,1.6198,0.3966,0.4147
RandomForest,Anonymous,0.7575,0.7393,0.7575,0.7408,0.871,0.8492,0.5894,0.5962
RandomForest,CTGAN,0.6438,0.5567,0.6438,0.5904,0.7251,0.8558,0.3729,0.3909
RandomForest,CTGAN_HYBRID,0.448,0.4327,0.448,0.4306,0.5595,1.0539,0.0752,0.0772
RandomForest,GaussianCopula,0.6107,0.5679,0.6107,0.5536,0.6892,0.9424,0.2936,0.3329
RandomForest,GaussianCopula_HYBRID,0.5429,0.4777,0.5429,0.4771,0.6514,0.972,0.166,0.1862
RandomForest,Original,0.7748,0.7588,0.7748,0.7575,0.8883,0.6003,0.617,0.6259
RandomForest,TVAE,0.7063,0.6787,0.7063,0.6625,0.8379,1.0659,0.5008,0.5184
RandomForest,TVAE_HYBRID,0.7048,0.667,0.7048,0.6677,0.8104,1.7084,0.5019,0.5154
