Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
KNN,Anonymous,0.6542,0.5966,0.6542,0.6069,N/A,N/A,0.0421,0.0478
KNN,CTGAN,0.575,0.6026,0.575,0.5859,N/A,N/A,0.0665,0.0674
KNN,GaussianCopula,0.6583,0.5972,0.6583,0.606,N/A,N/A,0.0409,0.0477
KNN,Original,0.6625,0.6241,0.6625,0.6322,N/A,N/A,0.1048,0.1116
KNN,TVAE,0.6875,0.5814,0.6875,0.571,N/A,N/A,0.002,0.0061
LogisticRegression,Anonymous,0.6542,0.5882,0.6542,0.5993,N/A,N/A,0.0249,0.0293
LogisticRegression,CTGAN,0.6542,0.5569,0.6542,0.5765,N/A,N/A,-0.0211,-0.0287
LogisticRegression,GaussianCopula,0.7125,0.7166,0.7125,0.6289,N/A,N/A,0.1178,0.1988
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,N/A,N/A,0.343,0.343
LogisticRegression,TVAE,0.5083,0.5629,0.5083,0.5262,N/A,N/A,-0.0225,-0.0236
RandomForest,Anonymous,0.5375,0.5492,0.5375,0.543,N/A,N/A,-0.0566,-0.0568
RandomForest,CTGAN,0.5792,0.5869,0.5792,0.5828,N/A,N/A,0.0315,0.0315
RandomForest,GaussianCopula,0.6958,0.6535,0.6958,0.6128,N/A,N/A,0.0758,0.1193
RandomForest,Original,0.8208,0.8188,0.8208,0.8102,N/A,N/A,0.5404,0.5575
RandomForest,TVAE,0.3958,0.5729,0.3958,0.3736,N/A,N/A,-0.0006,-0.0009
