Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4177,0.426,0.4177,0.4215,N/A,N/A,-0.0054,-0.0054
DecisionTree,Original,0.4236,0.4238,0.4236,0.4235,N/A,N/A,-0.0091,-0.0091
KNN,Anonymous,0.5173,0.4963,0.5173,0.5047,N/A,N/A,0.1175,0.1181
KNN,Original,0.5173,0.497,0.5173,0.505,N/A,N/A,0.1183,0.1189
LogisticRegression,Anonymous,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
LogisticRegression,Original,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
RandomForest,Anonymous,0.5644,0.4101,0.5644,0.4391,N/A,N/A,-0.016,-0.0298
RandomForest,Original,0.5674,0.4294,0.5674,0.4457,N/A,N/A,-0.0038,-0.0068
SVM,Anonymous,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
SVM,Original,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
