Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5115,0.5194,0.5115,0.5152,,,0.1563,0.1564
DecisionTree,CTGAN_HYBRID,0.3303,0.4497,0.3303,0.3567,,,0.0236,0.0258
DecisionTree,GaussianCopula_HYBRID,0.3932,0.433,0.3932,0.4087,,,0.0057,0.0058
DecisionTree,Original,0.5403,0.5466,0.5403,0.5433,,,0.2037,0.2038
DecisionTree,TVAE_HYBRID,0.4014,0.4517,0.4014,0.4187,0.5102,21.5744,0.031,0.0318
KNN,Anonymous,0.5175,0.497,0.5175,0.505,,,0.1181,0.1188
KNN,CTGAN_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
KNN,GaussianCopula_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
KNN,Original,0.5173,0.497,0.5173,0.505,,,0.1183,0.1189
KNN,TVAE_HYBRID,0.5888,0.3467,0.5888,0.4364,0.5,9.3154,0.0,0.0
LogisticRegression,Anonymous,0.602,0.5249,0.602,0.4843,,,0.0762,0.1342
LogisticRegression,CTGAN_HYBRID,0.5844,0.4849,0.5844,0.4453,,,0.0114,0.0307
LogisticRegression,GaussianCopula_HYBRID,0.5862,0.3461,0.5862,0.4352,,,-0.0027,-0.0201
LogisticRegression,Original,0.6063,0.5225,0.6063,0.5173,,,0.1355,0.1746
LogisticRegression,TVAE_HYBRID,0.5941,0.4941,0.5941,0.5143,0.6524,1.2266,0.1311,0.1573
RandomForest,Anonymous,0.6082,0.5622,0.6082,0.564,,,0.2103,0.2264
RandomForest,CTGAN_HYBRID,0.4932,0.5016,0.4932,0.4969,,,0.1254,0.1256
RandomForest,GaussianCopula_HYBRID,0.5713,0.4373,0.5713,0.4517,,,0.0074,0.0129
RandomForest,Original,0.6514,0.6287,0.6514,0.6049,,,0.2911,0.3168
RandomForest,TVAE_HYBRID,0.5788,0.5088,0.5788,0.5144,0.5865,1.305,0.1218,0.1402
SVM,Anonymous,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,CTGAN_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,GaussianCopula_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,Original,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,TVAE_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
