Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
KNN,Anonymous,0.6542,0.5966,0.6542,0.6069,N/A,N/A,0.0421,0.0478
KNN,CTGAN,0.625,0.589,0.625,0.6014,N/A,N/A,0.034,0.0352
KNN,GaussianCopula,0.6583,0.5972,0.6583,0.606,N/A,N/A,0.0409,0.0477
KNN,Original,0.6625,0.6241,0.6625,0.6322,N/A,N/A,0.1048,0.1116
KNN,TVAE,0.675,0.5541,0.675,0.5712,N/A,N/A,-0.0121,-0.0235
LogisticRegression,Anonymous,0.6542,0.5882,0.6542,0.5993,N/A,N/A,0.0249,0.0293
LogisticRegression,CTGAN,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
LogisticRegression,GaussianCopula,0.7125,0.7166,0.7125,0.6289,N/A,N/A,0.1178,0.1988
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,N/A,N/A,0.343,0.343
LogisticRegression,TVAE,0.5583,0.5481,0.5583,0.5529,N/A,N/A,-0.0593,-0.0594
RandomForest,Anonymous,0.5625,0.5641,0.5625,0.5633,N/A,N/A,-0.0219,-0.0219
RandomForest,CTGAN,0.6833,0.6045,0.6833,0.5883,N/A,N/A,0.0236,0.0414
RandomForest,GaussianCopula,0.7042,0.6803,0.7042,0.6234,N/A,N/A,0.1011,0.1591
RandomForest,Original,0.7958,0.7891,0.7958,0.785,N/A,N/A,0.4805,0.4928
RandomForest,TVAE,0.5292,0.5443,0.5292,0.5361,N/A,N/A,-0.0679,-0.0681
