Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.3896,0.4545,0.3896,0.4078,N/A,N/A,0.0358,0.0375
DecisionTree,CTGAN_HYBRID,0.2462,0.4531,0.2462,0.3149,N/A,N/A,0.0149,0.0168
DecisionTree,Original,0.5412,0.5462,0.5412,0.5436,N/A,N/A,0.2035,0.2036
DecisionTree,TVAE,0.398,0.444,0.398,0.415,0.508,21.7,0.0225,0.023
DecisionTree,TVAE_HYBRID,0.4241,0.4626,0.4241,0.4388,0.5164,20.7588,0.0532,0.054
KNN,CTGAN,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
KNN,CTGAN_HYBRID,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
KNN,Original,0.5173,0.497,0.5173,0.505,N/A,N/A,0.1183,0.1189
KNN,TVAE,0.5888,0.3467,0.5888,0.4364,0.5,6.8204,0.0,0.0
KNN,TVAE_HYBRID,0.5888,0.3467,0.5888,0.4364,0.5,6.8204,0.0,0.0
LogisticRegression,CTGAN,0.5532,0.5202,0.5532,0.5128,N/A,N/A,0.1756,0.1836
LogisticRegression,CTGAN_HYBRID,0.18,0.4771,0.18,0.2405,N/A,N/A,0.0212,0.0348
LogisticRegression,Original,0.6063,0.5225,0.6063,0.5173,N/A,N/A,0.1355,0.1746
LogisticRegression,TVAE,0.564,0.4742,0.564,0.4791,0.6426,1.0986,0.0507,0.0648
LogisticRegression,TVAE_HYBRID,0.5861,0.4473,0.5861,0.4354,0.6174,1.2755,-0.0025,-0.0176
RandomForest,CTGAN,0.5305,0.5085,0.5305,0.4953,N/A,N/A,0.1572,0.1662
RandomForest,CTGAN_HYBRID,0.4634,0.4714,0.4634,0.4222,N/A,N/A,0.0506,0.0571
RandomForest,Original,0.6503,0.6272,0.6503,0.6034,N/A,N/A,0.2882,0.3141
RandomForest,TVAE,0.5734,0.4804,0.5734,0.487,0.5888,1.2704,0.0648,0.0834
RandomForest,TVAE_HYBRID,0.5683,0.4832,0.5683,0.4963,0.5844,1.3461,0.0803,0.0953
SVM,CTGAN,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
SVM,CTGAN_HYBRID,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
SVM,Original,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
SVM,TVAE,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
SVM,TVAE_HYBRID,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
