Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.3908,0.4073,0.3908,0.3973,0.5217,21.9573,0.0379,0.0381
DecisionTree,Original,0.6867,0.7041,0.6867,0.6939,0.7446,11.2908,0.501,0.5024
DecisionTree,TVAE,0.5904,0.58,0.5904,0.5736,0.6439,14.7649,0.3217,0.3285
KNN,CTGAN,0.3562,0.385,0.3562,0.344,0.5011,5.5048,-0.0001,-0.0001
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.5919,0.5471,0.5919,0.5459,0.6554,9.7061,0.28,0.2943
LogisticRegression,CTGAN,0.4187,0.3189,0.4187,0.3556,0.495,1.0414,-0.0661,-0.0751
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.5851,0.5318,0.5851,0.5423,0.6885,3.4173,0.2843,0.2941
RandomForest,CTGAN,0.4217,0.3714,0.4217,0.3832,0.5094,1.048,-0.0118,-0.0124
RandomForest,Original,0.7794,0.7667,0.7794,0.7643,0.8878,0.6022,0.6253,0.6338
RandomForest,TVAE,0.6559,0.6241,0.6559,0.6066,0.8044,1.5893,0.4238,0.4503
