Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.6181,0.6107,0.6181,0.6141,0.5405,13.7667,0.0825,0.0826
DecisionTree,Original,0.7222,0.7428,0.7222,0.7291,0.7045,10.0121,0.3846,0.3892
DecisionTree,TVAE,0.7014,0.7912,0.7014,0.5851,0.5114,10.763,0.0313,0.1261
KNN,CTGAN,0.5486,0.5335,0.5486,0.5405,0.4391,3.589,-0.0986,-0.0989
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,0.475,11.0211,0.0,0.0
LogisticRegression,CTGAN,0.6875,0.5845,0.6875,0.5778,0.4436,0.7099,0.0037,0.0088
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
LogisticRegression,TVAE,0.6944,0.4823,0.6944,0.5692,0.4875,2.3331,0.0,0.0
RandomForest,CTGAN,0.6528,0.5131,0.6528,0.5591,0.4934,0.648,-0.0613,-0.0951
RandomForest,Original,0.8125,0.8067,0.8125,0.8059,0.801,0.4663,0.5313,0.5379
RandomForest,TVAE,0.6944,0.4823,0.6944,0.5692,0.4994,10.1191,0.0,0.0
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
