Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.516,0.5231,0.516,0.5194,,,0.1629,0.163
DecisionTree,CTGAN_HYBRID,0.389,0.4588,0.389,0.4064,,,0.0467,0.0493
DecisionTree,GaussianCopula_HYBRID,0.3821,0.4316,0.3821,0.4011,,,0.0026,0.0027
DecisionTree,Original,0.5416,0.5475,0.5416,0.5444,,,0.2055,0.2056
DecisionTree,TVAE_HYBRID,0.3482,0.4492,0.3482,0.3738,0.5106,23.4917,0.0236,0.0254
KNN,Anonymous,0.5173,0.4967,0.5173,0.5048,,,0.1178,0.1184
KNN,CTGAN_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
KNN,GaussianCopula_HYBRID,0.2361,0.0558,0.2361,0.0902,,,0.0,0.0
KNN,Original,0.5173,0.497,0.5173,0.505,,,0.1183,0.1189
KNN,TVAE_HYBRID,0.5888,0.3467,0.5888,0.4364,0.5,1.3534,0.0,0.0
LogisticRegression,Anonymous,0.6003,0.5236,0.6003,0.4777,,,0.0652,0.1242
LogisticRegression,CTGAN_HYBRID,0.5911,0.4471,0.5911,0.4626,,,0.0356,0.0755
LogisticRegression,GaussianCopula_HYBRID,0.5862,0.3461,0.5862,0.4352,,,-0.0027,-0.02
LogisticRegression,Original,0.6063,0.5225,0.6063,0.5173,,,0.1355,0.1746
LogisticRegression,TVAE_HYBRID,0.5924,0.4536,0.5924,0.4772,0.6532,1.1321,0.0603,0.1012
RandomForest,Anonymous,0.6068,0.5609,0.6068,0.5647,,,0.2118,0.2266
RandomForest,CTGAN_HYBRID,0.581,0.4683,0.581,0.4678,,,0.0362,0.0591
RandomForest,GaussianCopula_HYBRID,0.5675,0.4505,0.5675,0.4627,,,0.0228,0.0337
RandomForest,Original,0.6498,0.6266,0.6498,0.6033,,,0.2878,0.3132
RandomForest,TVAE_HYBRID,0.5656,0.4758,0.5656,0.4974,0.6035,1.143,0.0898,0.1026
SVM,Anonymous,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,CTGAN_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,GaussianCopula_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,Original,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,TVAE_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
