Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5028,0.5072,0.5028,0.5045,,,0.1905,0.1907
DecisionTree,GaussianCopula,0.3842,0.3771,0.3842,0.3781,,,-0.0028,-0.0028
DecisionTree,Original,0.696,0.6997,0.696,0.6978,,,0.5081,0.5082
DecisionTree,TVAE,0.5548,0.5523,0.5548,0.5478,,,0.2738,0.2773
KNN,CTGAN,0.5085,0.4597,0.5085,0.4722,,,0.1413,0.1468
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,,,-0.0151,-0.0156
KNN,Original,0.5774,0.5653,0.5774,0.5703,,,0.3,0.3007
KNN,TVAE,0.5277,0.5051,0.5277,0.5001,,,0.1987,0.2042
LogisticRegression,CTGAN,0.6113,0.5115,0.6113,0.5547,,,0.3117,0.3294
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,,,0.2419,0.29
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,,,0.5716,0.5815
LogisticRegression,TVAE,0.6701,0.6466,0.6701,0.6532,,,0.4488,0.4525
RandomForest,CTGAN,0.6395,0.5556,0.6395,0.5777,,,0.3617,0.3831
RandomForest,GaussianCopula,0.4881,0.4378,0.4881,0.4564,,,0.1202,0.1232
RandomForest,Original,0.7785,0.7655,0.7785,0.7654,,,0.6258,0.6325
RandomForest,TVAE,0.7062,0.683,0.7062,0.6732,,,0.5043,0.5172
SVM,CTGAN,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,TVAE,0.487,0.3626,0.487,0.3576,,,-0.0046,-0.0091
