Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5694,0.5854,0.5694,0.5765,0.5118,15.5188,0.0228,0.0229
DecisionTree,CTGAN_HYBRID,0.5694,0.639,0.5694,0.5864,0.5755,15.5188,0.1295,0.1391
DecisionTree,GaussianCopula_HYBRID,0.6389,0.6481,0.6389,0.6431,0.5873,13.0158,0.1702,0.1706
DecisionTree,Original,0.7153,0.7385,0.7153,0.7228,0.6995,10.2624,0.373,0.3784
KNN,Anonymous,0.6389,0.6055,0.6389,0.6165,0.4816,2.579,0.0659,0.0681
KNN,CTGAN_HYBRID,0.5694,0.5581,0.5694,0.5634,0.4789,3.0802,-0.041,-0.0411
KNN,GaussianCopula_HYBRID,0.6806,0.6274,0.6806,0.6256,0.4994,1.5994,0.0841,0.1013
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
LogisticRegression,Anonymous,0.6944,0.6409,0.6944,0.6027,0.5605,0.6119,0.0504,0.088
LogisticRegression,CTGAN_HYBRID,0.7153,0.7027,0.7153,0.6425,0.502,0.6298,0.1368,0.2024
LogisticRegression,GaussianCopula_HYBRID,0.6944,0.4823,0.6944,0.5692,0.49,0.7212,0.0,0.0
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
RandomForest,Anonymous,0.625,0.5615,0.625,0.5811,0.5885,0.6946,-0.0275,-0.0303
RandomForest,CTGAN_HYBRID,0.6458,0.6058,0.6458,0.6173,0.5484,0.6392,0.0642,0.0676
RandomForest,GaussianCopula_HYBRID,0.6667,0.5564,0.6667,0.5767,0.4965,0.6985,-0.0189,-0.0293
RandomForest,Original,0.8056,0.7994,0.8056,0.7996,0.7992,0.4716,0.5172,0.5222
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,CTGAN_HYBRID,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,GaussianCopula_HYBRID,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
