Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6423,0.6267,0.6423,0.633,N/A,N/A,0.124,0.1249
DecisionTree,CTGAN,0.5447,0.5575,0.5447,0.5506,N/A,N/A,-0.0361,-0.0362
DecisionTree,GaussianCopula,0.5285,0.56,0.5285,0.5411,N/A,N/A,-0.0294,-0.0299
DecisionTree,Original,0.7154,0.749,0.7154,0.7244,N/A,N/A,0.3912,0.4016
DecisionTree,TVAE,0.7398,0.7244,0.7398,0.724,N/A,N/A,0.3324,0.3434
KNN,Anonymous,0.6423,0.5912,0.6423,0.6039,N/A,N/A,0.036,0.0392
KNN,CTGAN,0.6748,0.6067,0.6748,0.6029,N/A,N/A,0.0435,0.0586
KNN,GaussianCopula,0.6992,0.6639,0.6992,0.6518,N/A,N/A,0.1539,0.181
KNN,Original,0.6504,0.6226,0.6504,0.6314,N/A,N/A,0.11,0.113
KNN,TVAE,0.6911,0.6342,0.6911,0.579,N/A,N/A,0.0197,0.0532
LogisticRegression,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.6748,0.6309,0.6748,0.6338,N/A,N/A,0.1087,0.1214
LogisticRegression,GaussianCopula,0.7236,0.7033,0.7236,0.6831,N/A,N/A,0.2293,0.2645
LogisticRegression,Original,0.8537,0.8626,0.8537,0.8427,N/A,N/A,0.6184,0.6476
LogisticRegression,TVAE,0.7073,0.6893,0.7073,0.6933,N/A,N/A,0.2608,0.2664
RandomForest,Anonymous,0.6016,0.5737,0.6016,0.5849,N/A,N/A,0.0017,0.0017
RandomForest,CTGAN,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
RandomForest,GaussianCopula,0.6992,0.6621,0.6992,0.6369,N/A,N/A,0.1233,0.1604
RandomForest,Original,0.8293,0.8307,0.8293,0.8177,N/A,N/A,0.5584,0.5805
RandomForest,TVAE,0.748,0.7649,0.748,0.6958,N/A,N/A,0.2655,0.3454
SVM,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,CTGAN,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,GaussianCopula,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,Original,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,TVAE,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
