Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.7396,0.8056,0.7396,0.7686,,,0.0529,0.056
DecisionTree,CTGAN,0.7447,0.8167,0.7447,0.7752,,,0.0986,0.1054
DecisionTree,GaussianCopula,0.7809,0.8158,0.7809,0.7969,,,0.104,0.1062
DecisionTree,Original,0.7464,0.8308,0.7464,0.7802,,,0.1516,0.1656
DecisionTree,TVAE,0.817,0.8464,0.817,0.8299,,,0.2467,0.2516
KNN,Anonymous,0.8752,0.836,0.8752,0.8461,,,0.1462,0.1736
KNN,CTGAN,0.868,0.8386,0.868,0.8491,,,0.1929,0.2054
KNN,GaussianCopula,0.8767,0.8119,0.8767,0.8309,,,0.0297,0.0516
KNN,Original,0.8819,0.8612,0.8819,0.8676,,,0.2998,0.3136
KNN,TVAE,0.8712,0.8568,0.8712,0.8628,,,0.2986,0.3026
LogisticRegression,Anonymous,0.8826,0.8189,0.8826,0.8288,,,0.0049,0.0245
LogisticRegression,CTGAN,0.858,0.809,0.858,0.8286,,,0.0579,0.0661
LogisticRegression,GaussianCopula,0.8834,0.846,0.8834,0.8327,,,0.0305,0.088
LogisticRegression,Original,0.8786,0.8512,0.8786,0.8589,,,0.238,0.2582
LogisticRegression,TVAE,0.8653,0.8613,0.8653,0.8632,,,0.3283,0.3285
RandomForest,Anonymous,0.8775,0.8103,0.8775,0.8303,,,0.0234,0.0438
RandomForest,CTGAN,0.8622,0.8064,0.8622,0.8282,,,0.0427,0.0519
RandomForest,GaussianCopula,0.883,0.7797,0.883,0.8281,,,0.0,0.0
RandomForest,Original,0.8706,0.8402,0.8706,0.8505,,,0.1949,0.2101
RandomForest,TVAE,0.8706,0.8543,0.8706,0.861,,,0.2847,0.2897
SVM,Anonymous,0.883,0.7797,0.883,0.8281,,,0.0,0.0
SVM,CTGAN,0.883,0.7797,0.883,0.8281,,,0.0,0.0
SVM,GaussianCopula,0.883,0.7797,0.883,0.8281,,,0.0,0.0
SVM,Original,0.8829,0.8361,0.8829,0.8302,,,0.014,0.0539
SVM,TVAE,0.8842,0.8562,0.8842,0.8607,,,0.2348,0.2672
