Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
KNN,Anonymous,0.6542,0.5966,0.6542,0.6069,N/A,N/A,0.0421,0.0478
KNN,CTGAN,0.575,0.6026,0.575,0.5859,N/A,N/A,0.0665,0.0674
KNN,GaussianCopula,0.6583,0.5972,0.6583,0.606,N/A,N/A,0.0409,0.0477
KNN,Original,0.6625,0.6241,0.6625,0.6322,N/A,N/A,0.1048,0.1116
KNN,TVAE,0.6875,0.5814,0.6875,0.571,N/A,N/A,0.002,0.0061
LogisticRegression,Anonymous,0.6542,0.5882,0.6542,0.5993,N/A,N/A,0.0249,0.0293
LogisticRegression,CTGAN,0.6542,0.5569,0.6542,0.5765,N/A,N/A,-0.0211,-0.0287
LogisticRegression,GaussianCopula,0.7125,0.7166,0.7125,0.6289,N/A,N/A,0.1178,0.1988
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,N/A,N/A,0.343,0.343
LogisticRegression,TVAE,0.5083,0.5629,0.5083,0.5262,N/A,N/A,-0.0225,-0.0236
RandomForest,Anonymous,0.55,0.5533,0.55,0.5516,N/A,N/A,-0.0472,-0.0472
RandomForest,CTGAN,0.5917,0.5977,0.5917,0.5945,N/A,N/A,0.0568,0.0568
RandomForest,GaussianCopula,0.7167,0.7091,0.7167,0.6464,N/A,N/A,0.1514,0.2194
RandomForest,Original,0.8125,0.8103,0.8125,0.8,N/A,N/A,0.515,0.5348
RandomForest,TVAE,0.4042,0.5531,0.4042,0.3991,N/A,N/A,-0.0247,-0.0344
