Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.8368,0.8214,0.8368,0.8286,0.5607,5.8831,0.1333,0.1344
DecisionTree,Original,0.8311,0.8405,0.8311,0.8356,0.6199,6.0863,0.2268,0.2274
DecisionTree,TVAE,0.8709,0.843,0.8709,0.8527,0.5842,4.6514,0.2123,0.2259
KNN,CTGAN,0.8771,0.8253,0.8771,0.8369,0.5782,2.6151,0.0716,0.1052
KNN,Original,0.8779,0.8378,0.8779,0.8459,0.6105,2.1223,0.1376,0.172
KNN,TVAE,0.8456,0.8219,0.8456,0.8325,0.611,2.6024,0.1318,0.1349
LogisticRegression,CTGAN,0.8934,0.8732,0.8934,0.8654,0.7251,0.3292,0.2461,0.3082
LogisticRegression,Original,0.8944,0.8763,0.8944,0.8652,0.7584,0.3059,0.2427,0.3121
LogisticRegression,TVAE,0.8862,0.856,0.8862,0.8536,0.7368,0.4607,0.175,0.2303
RandomForest,CTGAN,0.8906,0.8673,0.8906,0.8597,0.7083,0.4553,0.2099,0.2741
RandomForest,Original,0.8953,0.8759,0.8953,0.8717,0.7842,0.351,0.2904,0.3405
RandomForest,TVAE,0.8884,0.8617,0.8884,0.857,0.741,1.3284,0.1949,0.2539
