Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5069,0.6154,0.5069,0.5229,0.5432,17.7715,0.0692,0.0805
DecisionTree,CTGAN_HYBRID,0.4931,0.5824,0.4931,0.5121,0.5077,18.2721,0.0128,0.0143
DecisionTree,GaussianCopula_HYBRID,0.5694,0.5957,0.5694,0.5801,0.5245,15.5188,0.0462,0.0467
DecisionTree,Original,0.7292,0.7519,0.7292,0.7363,0.7159,9.7618,0.4036,0.4094
KNN,Anonymous,0.6389,0.6055,0.6389,0.6165,0.4816,2.579,0.0659,0.0681
KNN,CTGAN_HYBRID,0.5,0.5811,0.5,0.5194,0.5205,1.2265,0.0107,0.0117
KNN,GaussianCopula_HYBRID,0.6389,0.5942,0.6389,0.6074,0.507,1.8526,0.039,0.0414
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
LogisticRegression,Anonymous,0.5139,0.7091,0.5139,0.5112,0.7657,0.7646,0.1633,0.2266
LogisticRegression,CTGAN_HYBRID,0.5903,0.5711,0.5903,0.5795,0.4411,0.7099,-0.0105,-0.0105
LogisticRegression,GaussianCopula_HYBRID,0.7222,0.7339,0.7222,0.7268,0.725,0.5965,0.3695,0.3712
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
RandomForest,Anonymous,0.5556,0.68,0.5556,0.5683,0.5795,1.3462,0.1736,0.2066
RandomForest,CTGAN_HYBRID,0.625,0.5524,0.625,0.5748,0.5878,0.6303,-0.0429,-0.0484
RandomForest,GaussianCopula_HYBRID,0.6667,0.6667,0.6667,0.6667,0.6747,0.6066,0.2145,0.2145
RandomForest,Original,0.7917,0.7856,0.7917,0.7871,0.8172,0.4623,0.4896,0.4922
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,CTGAN_HYBRID,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,GaussianCopula_HYBRID,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
