Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6423,0.6214,0.6423,0.6293,N/A,N/A,0.1105,0.1119
DecisionTree,Original,0.748,0.7685,0.748,0.7543,N/A,N/A,0.446,0.4519
KNN,Anonymous,0.6423,0.5912,0.6423,0.6039,N/A,N/A,0.036,0.0392
KNN,Original,0.6504,0.6226,0.6504,0.6314,N/A,N/A,0.11,0.113
LogisticRegression,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
LogisticRegression,Original,0.8537,0.8626,0.8537,0.8427,N/A,N/A,0.6184,0.6476
RandomForest,Anonymous,0.5691,0.5454,0.5691,0.5558,N/A,N/A,-0.0633,-0.0639
RandomForest,Original,0.8455,0.8557,0.8455,0.8328,N/A,N/A,0.5939,0.627
SVM,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,Original,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
