Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4319,0.449,0.4319,0.4397,,,0.0335,0.0335
DecisionTree,CTGAN,0.3625,0.4363,0.3625,0.3892,,,0.0057,0.0059
DecisionTree,GaussianCopula,0.3691,0.4298,0.3691,0.3908,,,-0.0027,-0.0028
DecisionTree,Original,0.4474,0.4312,0.4474,0.4373,,,0.0056,0.0056
DecisionTree,TVAE,0.4076,0.4155,0.4076,0.408,,,-0.0144,-0.0147
KNN,Anonymous,0.5931,0.5764,0.5931,0.5818,,,0.2564,0.2578
KNN,CTGAN,0.1637,0.0268,0.1637,0.0461,,,0.0,0.0
KNN,GaussianCopula,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
KNN,Original,0.5101,0.4888,0.5101,0.4972,,,0.104,0.1046
KNN,TVAE,0.1637,0.0268,0.1637,0.0461,,,0.0,0.0
LogisticRegression,Anonymous,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
LogisticRegression,CTGAN,0.275,0.3915,0.275,0.2025,,,-0.0058,-0.0119
LogisticRegression,GaussianCopula,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
LogisticRegression,Original,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
LogisticRegression,TVAE,0.5862,0.3461,0.5862,0.4352,,,-0.0026,-0.0196
RandomForest,Anonymous,0.5839,0.4895,0.5839,0.4983,,,0.0894,0.1142
RandomForest,CTGAN,0.5841,0.4328,0.5841,0.4415,,,0.0015,0.0049
RandomForest,GaussianCopula,0.5878,0.4537,0.5878,0.4382,,,0.001,0.0063
RandomForest,Original,0.5866,0.4364,0.5866,0.4387,,,0.0014,0.0064
RandomForest,TVAE,0.5795,0.416,0.5795,0.4399,,,-0.0029,-0.0077
SVM,Anonymous,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,CTGAN,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,GaussianCopula,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,Original,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,TVAE,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
