Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.4722,0.5582,0.4722,0.4923,,,-0.0332,-0.0369
DecisionTree,GaussianCopula,0.6875,0.6895,0.6875,0.6885,,,0.2683,0.2683
DecisionTree,Original,0.7569,0.7656,0.7569,0.7604,,,0.4449,0.4463
DecisionTree,TVAE,0.5694,0.5905,0.5694,0.5784,,,0.0346,0.0349
KNN,CTGAN,0.5903,0.5823,0.5903,0.5861,,,0.0158,0.0158
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722
KNN,Original,0.6597,0.6276,0.6597,0.6366,,,0.1136,0.118
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
LogisticRegression,CTGAN,0.5278,0.5152,0.5278,0.5212,,,-0.1418,-0.1421
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922
LogisticRegression,Original,0.7361,0.7516,0.7361,0.7416,,,0.4083,0.4115
LogisticRegression,TVAE,0.6458,0.5798,0.6458,0.5952,,,0.0076,0.0087
RandomForest,CTGAN,0.5833,0.5607,0.5833,0.5705,,,-0.0345,-0.0348
RandomForest,GaussianCopula,0.7639,0.7668,0.7639,0.728,,,0.3333,0.3875
RandomForest,Original,0.8333,0.8301,0.8333,0.831,,,0.597,0.5984
RandomForest,TVAE,0.7014,0.6729,0.7014,0.6069,,,0.0641,0.1212
SVM,CTGAN,0.7014,0.7912,0.7014,0.5851,,,0.0313,0.1261
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
