Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6755,0.6798,0.6755,0.6775,0.728,11.2065,0.4754,0.4755
DecisionTree,CTGAN_HYBRID,0.3961,0.4,0.3961,0.3969,0.5081,21.7673,0.0185,0.0186
DecisionTree,GaussianCopula_HYBRID,0.4081,0.412,0.4081,0.4099,0.5162,21.3331,0.043,0.043
DecisionTree,Original,0.683,0.7017,0.683,0.6906,0.7392,11.4265,0.494,0.4955
DecisionTree,TVAE_HYBRID,0.5753,0.6005,0.5753,0.5639,0.6534,14.6124,0.3271,0.3462
KNN,Anonymous,0.6898,0.6767,0.6898,0.6815,0.8014,3.5569,0.4846,0.4862
KNN,CTGAN_HYBRID,0.3517,0.3444,0.3517,0.3399,0.4774,5.1044,-0.0695,-0.0717
KNN,GaussianCopula_HYBRID,0.4465,0.4071,0.4465,0.4191,0.5139,6.3439,0.0443,0.0457
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE_HYBRID,0.5798,0.5828,0.5798,0.5632,0.6836,10.188,0.3217,0.3365
LogisticRegression,Anonymous,0.738,0.7079,0.738,0.7136,0.8604,0.6241,0.5542,0.5624
LogisticRegression,CTGAN_HYBRID,0.4992,0.3702,0.4992,0.3368,0.5351,1.021,0.0021,0.0125
LogisticRegression,GaussianCopula_HYBRID,0.5023,0.3689,0.5023,0.3474,0.6231,0.9923,0.0221,0.0598
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE_HYBRID,0.6694,0.632,0.6694,0.6278,0.7852,1.3201,0.4474,0.4677
RandomForest,Anonymous,0.7545,0.7366,0.7545,0.7401,0.8693,0.7827,0.5862,0.5915
RandomForest,CTGAN_HYBRID,0.4511,0.4749,0.4511,0.3786,0.4821,1.0569,-0.0209,-0.025
RandomForest,GaussianCopula_HYBRID,0.5226,0.4531,0.5226,0.4432,0.6486,0.9951,0.1114,0.1373
RandomForest,Original,0.7711,0.7549,0.7711,0.7553,0.8902,0.5992,0.6119,0.6195
RandomForest,TVAE_HYBRID,0.6348,0.6152,0.6348,0.6069,0.7678,2.1338,0.4035,0.4223
