Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.3818,0.3898,0.3818,0.3855,0.5037,22.283,0.0077,0.0077
DecisionTree,Original,0.6762,0.6969,0.6762,0.6847,0.7357,11.6708,0.4853,0.487
DecisionTree,TVAE,0.6325,0.6072,0.6325,0.5865,0.6643,13.245,0.3849,0.4085
KNN,CTGAN,0.3712,0.3752,0.3712,0.3719,0.4899,5.2297,-0.0173,-0.0174
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.5919,0.4833,0.5919,0.5311,0.6529,9.6067,0.275,0.2926
LogisticRegression,CTGAN,0.5068,0.4058,0.5068,0.3887,0.5903,1.0091,0.0412,0.0717
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.6017,0.5902,0.6017,0.5716,0.7197,3.7487,0.3466,0.3669
RandomForest,CTGAN,0.5301,0.4627,0.5301,0.4391,0.5661,1.0152,0.1076,0.1464
RandomForest,Original,0.7846,0.7708,0.7846,0.769,0.8903,0.5952,0.6345,0.6428
RandomForest,TVAE,0.6642,0.5663,0.6642,0.6046,0.7764,4.0844,0.4304,0.4575
