Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6883,0.6876,0.6883,0.6879,0.7363,10.6648,0.4931,0.4931
DecisionTree,CTGAN_HYBRID,0.3381,0.3529,0.3381,0.3438,0.4826,23.8572,-0.0438,-0.0441
DecisionTree,GaussianCopula_HYBRID,0.4051,0.3977,0.4051,0.4007,0.5087,21.3889,0.0216,0.0217
DecisionTree,Original,0.6747,0.6913,0.6747,0.6816,0.7337,11.725,0.4813,0.4825
DecisionTree,TVAE_HYBRID,0.5497,0.5708,0.5497,0.5243,0.6317,15.192,0.2773,0.3059
KNN,Anonymous,0.6965,0.6837,0.6965,0.6882,0.8043,3.4713,0.4953,0.4971
KNN,CTGAN_HYBRID,0.4217,0.376,0.4217,0.3864,0.4943,7.1181,-0.0147,-0.0155
KNN,GaussianCopula_HYBRID,0.4729,0.4386,0.4729,0.45,0.565,5.3598,0.0977,0.0997
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE_HYBRID,0.5904,0.5736,0.5904,0.5726,0.696,8.814,0.325,0.3317
LogisticRegression,Anonymous,0.7387,0.7085,0.7387,0.7142,0.8605,0.6238,0.5554,0.5636
LogisticRegression,CTGAN_HYBRID,0.4985,0.2491,0.4985,0.3322,0.4286,1.0821,-0.001,-0.0168
LogisticRegression,GaussianCopula_HYBRID,0.5316,0.5046,0.5316,0.4185,0.661,0.9762,0.0934,0.1583
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE_HYBRID,0.622,0.6024,0.622,0.5985,0.755,1.488,0.3708,0.38
RandomForest,Anonymous,0.7538,0.7348,0.7538,0.7386,0.8675,0.8057,0.5843,0.5902
RandomForest,CTGAN_HYBRID,0.4812,0.3371,0.4812,0.3372,0.454,1.1289,-0.0163,-0.038
RandomForest,GaussianCopula_HYBRID,0.5038,0.4057,0.5038,0.408,0.5996,0.9965,0.0619,0.0829
RandomForest,Original,0.7718,0.7579,0.7718,0.7589,0.8878,0.6259,0.6152,0.621
RandomForest,TVAE_HYBRID,0.6235,0.6257,0.6235,0.5907,0.7878,2.4594,0.3879,0.422
