Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Hybrid,0.5208,0.5293,0.5208,0.5249,,,-0.0952,-0.0953
DecisionTree,Original,0.6875,0.7475,0.6875,0.6988,,,0.3651,0.388
KNN,Hybrid,0.6146,0.6111,0.6146,0.6128,,,0.0948,0.0948
KNN,Original,0.6146,0.5719,0.6146,0.5861,,,0.0034,0.0035
LogisticRegression,Hybrid,0.6667,0.4681,0.6667,0.55,,,-0.0407,-0.0983
LogisticRegression,Original,0.8229,0.8213,0.8229,0.8129,,,0.5512,0.5674
RandomForest,Hybrid,0.5729,0.5077,0.5729,0.533,,,-0.1271,-0.1361
RandomForest,Original,0.8229,0.8191,0.8229,0.8157,,,0.5599,0.5693
SVM,Hybrid,0.6979,0.7901,0.6979,0.5838,,,0.0453,0.1522
SVM,Original,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
