Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6423,0.6214,0.6423,0.6293,,,0.1105,0.1119
DecisionTree,CTGAN,0.5691,0.5594,0.5691,0.564,,,-0.0317,-0.0317
DecisionTree,GaussianCopula,0.5041,0.5514,0.5041,0.5209,,,-0.0472,-0.0488
DecisionTree,Original,0.7398,0.7635,0.7398,0.7468,,,0.432,0.439
DecisionTree,TVAE,0.7561,0.7463,0.7561,0.7299,,,0.3427,0.3729
KNN,Anonymous,0.6423,0.5912,0.6423,0.6039,,,0.036,0.0392
KNN,CTGAN,0.6748,0.6067,0.6748,0.6029,,,0.0435,0.0586
KNN,GaussianCopula,0.6992,0.6639,0.6992,0.6518,,,0.1539,0.181
KNN,Original,0.6504,0.6226,0.6504,0.6314,,,0.11,0.113
KNN,TVAE,0.6911,0.6342,0.6911,0.579,,,0.0197,0.0532
LogisticRegression,Anonymous,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
LogisticRegression,CTGAN,0.6748,0.6309,0.6748,0.6338,,,0.1087,0.1214
LogisticRegression,GaussianCopula,0.7236,0.7033,0.7236,0.6831,,,0.2293,0.2645
LogisticRegression,Original,0.8537,0.8626,0.8537,0.8427,,,0.6184,0.6476
LogisticRegression,TVAE,0.7073,0.6893,0.7073,0.6933,,,0.2608,0.2664
RandomForest,Anonymous,0.5935,0.5449,0.5935,0.5631,,,-0.06,-0.0628
RandomForest,CTGAN,0.7073,0.7195,0.7073,0.6132,,,0.0893,0.175
RandomForest,GaussianCopula,0.7561,0.7626,0.7561,0.7149,,,0.308,0.3698
RandomForest,Original,0.8455,0.8557,0.8455,0.8328,,,0.5939,0.627
RandomForest,TVAE,0.7561,0.7918,0.7561,0.7022,,,0.2827,0.3805
SVM,Anonymous,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,CTGAN,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,GaussianCopula,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,Original,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,TVAE,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
