Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5417,0.5584,0.5417,0.5492,N/A,N/A,-0.0403,-0.0405
DecisionTree,Original,0.75,0.7609,0.75,0.7541,N/A,N/A,0.4326,0.4345
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,N/A,N/A,0.1247,0.1373
KNN,Original,0.6597,0.6276,0.6597,0.6366,N/A,N/A,0.1136,0.118
LogisticRegression,Anonymous,0.5278,0.5764,0.5278,0.5445,N/A,N/A,0.0016,0.0017
LogisticRegression,Original,0.7361,0.7516,0.7361,0.7416,N/A,N/A,0.4083,0.4115
RandomForest,Anonymous,0.5833,0.5938,0.5833,0.5881,N/A,N/A,0.0426,0.0426
RandomForest,Original,0.8472,0.8469,0.8472,0.8395,N/A,N/A,0.6102,0.6245
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
