Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5625,0.5416,0.5625,0.551,0.4623,15.7691,-0.079,-0.0795
DecisionTree,Original,0.7292,0.7472,0.7292,0.7354,0.7095,9.7618,0.3964,0.4003
DecisionTree,TVAE,0.6875,0.7118,0.6875,0.6958,0.6668,11.2636,0.3118,0.3163
KNN,CTGAN,0.6736,0.6278,0.6736,0.6327,0.5078,2.7917,0.099,0.1103
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
KNN,TVAE,0.6736,0.6179,0.6736,0.6208,0.4842,3.9773,0.0714,0.0844
LogisticRegression,CTGAN,0.6667,0.625,0.6667,0.6328,0.6693,0.6004,0.1,0.1079
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
LogisticRegression,TVAE,0.7847,0.7776,0.7847,0.7791,0.7732,0.5229,0.4691,0.4725
RandomForest,CTGAN,0.6597,0.6183,0.6597,0.6276,0.5526,0.7043,0.0879,0.094
RandomForest,Original,0.7986,0.7935,0.7986,0.795,0.8058,0.4665,0.5099,0.5117
RandomForest,TVAE,0.8056,0.7994,0.8056,0.7996,0.7733,0.5021,0.5172,0.5222
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
