Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5708,0.5724,0.5708,0.5716,,,-0.0024,-0.0024
DecisionTree,GaussianCopula,0.6125,0.5992,0.6125,0.6051,,,0.0598,0.0601
DecisionTree,Original,0.6917,0.7066,0.6917,0.6974,,,0.3082,0.3102
DecisionTree,TVAE,0.5292,0.5662,0.5292,0.5433,,,-0.0163,-0.0167
KNN,CTGAN,0.5167,0.5588,0.5167,0.5322,,,-0.0326,-0.0336
KNN,GaussianCopula,0.65,0.6096,0.65,0.62,,,0.0756,0.0801
KNN,Original,0.6625,0.6241,0.6625,0.6322,,,0.1048,0.1116
KNN,TVAE,0.6958,0.7887,0.6958,0.5752,,,0.0186,0.0969
LogisticRegression,CTGAN,0.4833,0.6235,0.4833,0.4907,,,0.0732,0.0927
LogisticRegression,GaussianCopula,0.75,0.7437,0.75,0.7145,,,0.3045,0.3486
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,,,0.343,0.343
LogisticRegression,TVAE,0.5792,0.5573,0.5792,0.5668,,,-0.0371,-0.0375
RandomForest,CTGAN,0.475,0.5707,0.475,0.4928,,,-0.0051,-0.0058
RandomForest,GaussianCopula,0.6292,0.5586,0.6292,0.5785,,,-0.0271,-0.0308
RandomForest,Original,0.775,0.7656,0.775,0.7652,,,0.4344,0.4423
RandomForest,TVAE,0.5458,0.5334,0.5458,0.5392,,,-0.0935,-0.0937
