Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4288,0.4201,0.4288,0.4241,N/A,N/A,-0.016,-0.016
DecisionTree,Original,0.4238,0.4224,0.4238,0.423,N/A,N/A,-0.0115,-0.0115
KNN,Anonymous,0.5173,0.4963,0.5173,0.5046,N/A,N/A,0.1174,0.1181
KNN,Original,0.5173,0.497,0.5173,0.505,N/A,N/A,0.1183,0.1189
LogisticRegression,Anonymous,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
LogisticRegression,Original,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
RandomForest,Anonymous,0.5645,0.4047,0.5645,0.4381,N/A,N/A,-0.0166,-0.0313
RandomForest,Original,0.5666,0.4234,0.5666,0.4451,N/A,N/A,-0.0051,-0.009
SVM,Anonymous,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
SVM,Original,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
