Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6423,0.6267,0.6423,0.633,,,0.124,0.1249
DecisionTree,CTGAN,0.561,0.5545,0.561,0.5576,,,-0.0434,-0.0434
DecisionTree,GaussianCopula,0.5854,0.6001,0.5854,0.5919,,,0.063,0.0633
DecisionTree,Original,0.7398,0.7635,0.7398,0.7468,,,0.432,0.439
DecisionTree,TVAE,0.6911,0.6518,0.6911,0.6458,,,0.1386,0.1599
KNN,Anonymous,0.6423,0.5912,0.6423,0.6039,,,0.036,0.0392
KNN,CTGAN,0.6748,0.6067,0.6748,0.6029,,,0.0435,0.0586
KNN,GaussianCopula,0.6992,0.6639,0.6992,0.6518,,,0.1539,0.181
KNN,Original,0.6504,0.6226,0.6504,0.6314,,,0.11,0.113
KNN,TVAE,0.6911,0.6342,0.6911,0.579,,,0.0197,0.0532
LogisticRegression,Anonymous,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
LogisticRegression,CTGAN,0.6748,0.6309,0.6748,0.6338,,,0.1087,0.1214
LogisticRegression,GaussianCopula,0.7236,0.7033,0.7236,0.6831,,,0.2293,0.2645
LogisticRegression,Original,0.8537,0.8626,0.8537,0.8427,,,0.6184,0.6476
LogisticRegression,TVAE,0.7073,0.6893,0.7073,0.6933,,,0.2608,0.2664
RandomForest,Anonymous,0.6016,0.5737,0.6016,0.5849,,,0.0017,0.0017
RandomForest,CTGAN,0.6992,0.7904,0.6992,0.5834,,,0.036,0.1354
RandomForest,GaussianCopula,0.6667,0.5819,0.6667,0.5881,,,0.0106,0.0148
RandomForest,Original,0.8211,0.8195,0.8211,0.8103,,,0.541,0.5588
RandomForest,TVAE,0.7317,0.7434,0.7317,0.6685,,,0.2036,0.2851
SVM,Anonymous,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,CTGAN,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,GaussianCopula,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,Original,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,TVAE,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
