Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5278,0.566,0.5278,0.5424,,,-0.0217,-0.0222
DecisionTree,CTGAN,0.5069,0.5218,0.5069,0.5139,,,-0.126,-0.1264
DecisionTree,GaussianCopula,0.7292,0.7427,0.7292,0.7342,,,0.389,0.3914
DecisionTree,Original,0.75,0.7569,0.75,0.7529,,,0.4255,0.4264
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,,,-0.0462,-0.0467
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,,,0.1247,0.1373
KNN,CTGAN,0.6319,0.5945,0.6319,0.607,,,0.0412,0.0428
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722
KNN,Original,0.6597,0.6276,0.6597,0.6366,,,0.1136,0.118
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
LogisticRegression,Anonymous,0.5972,0.5493,0.5972,0.5674,,,-0.0567,-0.0593
LogisticRegression,CTGAN,0.6528,0.5681,0.6528,0.5856,,,-0.0112,-0.0141
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922
LogisticRegression,Original,0.7361,0.7516,0.7361,0.7416,,,0.4083,0.4115
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,,,-0.0314,-0.0359
RandomForest,Anonymous,0.6042,0.6067,0.6042,0.6054,,,0.0732,0.0732
RandomForest,CTGAN,0.6597,0.5463,0.6597,0.5727,,,-0.0316,-0.0467
RandomForest,GaussianCopula,0.8056,0.8238,0.8056,0.7795,,,0.4592,0.5183
RandomForest,Original,0.8542,0.8536,0.8542,0.8476,,,0.6305,0.6427
RandomForest,TVAE,0.6111,0.5791,0.6111,0.5914,,,0.0079,0.0081
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
