Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5322,0.5519,0.5322,0.5392,N/A,N/A,0.2449,0.2463
DecisionTree,GaussianCopula,0.3808,0.3779,0.3808,0.3778,N/A,N/A,-0.006,-0.006
DecisionTree,Original,0.6881,0.6931,0.6881,0.6905,N/A,N/A,0.4962,0.4964
DecisionTree,TVAE,0.5955,0.6232,0.5955,0.6018,N/A,N/A,0.3633,0.3687
KNN,CTGAN,0.5017,0.4612,0.5017,0.4741,N/A,N/A,0.1418,0.1452
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,N/A,N/A,-0.0151,-0.0156
KNN,Original,0.5774,0.5653,0.5774,0.5703,N/A,N/A,0.3,0.3007
KNN,TVAE,0.5322,0.5021,0.5322,0.512,N/A,N/A,0.2047,0.2076
LogisticRegression,CTGAN,0.6531,0.5979,0.6531,0.6123,N/A,N/A,0.3964,0.41
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,N/A,N/A,0.2419,0.29
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,N/A,N/A,0.5716,0.5815
LogisticRegression,TVAE,0.6791,0.6556,0.6791,0.6639,N/A,N/A,0.4655,0.4682
RandomForest,CTGAN,0.6475,0.5946,0.6475,0.6089,N/A,N/A,0.3857,0.3995
RandomForest,GaussianCopula,0.548,0.49,0.548,0.4839,N/A,N/A,0.1887,0.2137
RandomForest,Original,0.7763,0.7672,0.7763,0.7676,N/A,N/A,0.6249,0.6297
RandomForest,TVAE,0.6949,0.6879,0.6949,0.6853,N/A,N/A,0.5012,0.5062
SVM,CTGAN,0.4893,0.3709,0.4893,0.3806,N/A,N/A,0.0158,0.0243
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,N/A,N/A,0.0189,0.0407
