Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.8188,0.8339,0.8188,0.8259,0.6055,6.5327,0.1939,0.1949
DecisionTree,CTGAN_HYBRID,0.8416,0.8287,0.8416,0.8348,0.5778,5.7077,0.1688,0.1699
DecisionTree,GaussianCopula_HYBRID,0.7857,0.8124,0.7857,0.7982,0.5511,7.7245,0.0897,0.0908
DecisionTree,Original,0.8309,0.8395,0.8309,0.835,0.6169,6.0943,0.2222,0.2226
DecisionTree,TVAE_HYBRID,0.8807,0.8513,0.8807,0.8579,0.5831,4.3007,0.2236,0.2503
KNN,Anonymous,0.8761,0.8349,0.8761,0.8447,0.6042,2.0839,0.1324,0.1631
KNN,CTGAN_HYBRID,0.8775,0.8209,0.8775,0.8342,0.5829,2.6563,0.0516,0.0829
KNN,GaussianCopula_HYBRID,0.8765,0.7879,0.8765,0.8259,0.5044,2.6913,-0.0055,-0.0121
KNN,Original,0.8779,0.8378,0.8779,0.8459,0.6105,2.1223,0.1376,0.172
KNN,TVAE_HYBRID,0.8818,0.8328,0.8818,0.8345,0.5693,3.3167,0.0456,0.0932
LogisticRegression,Anonymous,0.8925,0.871,0.8925,0.8645,0.7486,0.3109,0.2416,0.3014
LogisticRegression,CTGAN_HYBRID,0.8934,0.8732,0.8934,0.8654,0.7203,0.3366,0.2461,0.3082
LogisticRegression,GaussianCopula_HYBRID,0.8828,0.7797,0.8828,0.828,0.7232,0.3384,-0.0004,-0.0054
LogisticRegression,Original,0.8944,0.8763,0.8944,0.8652,0.7584,0.3059,0.2427,0.3121
LogisticRegression,TVAE_HYBRID,0.8734,0.8446,0.8734,0.8539,0.7291,0.6138,0.2142,0.2304
RandomForest,Anonymous,0.8942,0.8738,0.8942,0.8721,0.7744,0.3817,0.2966,0.3397
RandomForest,CTGAN_HYBRID,0.8925,0.8723,0.8925,0.8619,0.7081,0.4828,0.2221,0.2912
RandomForest,GaussianCopula_HYBRID,0.883,0.7797,0.883,0.8281,0.6616,0.3441,0.0,0.0
RandomForest,Original,0.8945,0.8743,0.8945,0.8716,0.7841,0.3717,0.2912,0.3378
RandomForest,TVAE_HYBRID,0.8928,0.8725,0.8928,0.8634,0.7177,1.6221,0.2325,0.2983
