Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6585,0.6392,0.6585,0.6461,,,0.1509,0.1529
DecisionTree,CTGAN,0.6179,0.5853,0.6179,0.5972,,,0.0273,0.028
DecisionTree,GaussianCopula,0.5203,0.5612,0.5203,0.5355,,,-0.0263,-0.027
DecisionTree,Original,0.6992,0.7334,0.6992,0.7087,,,0.3564,0.3659
DecisionTree,TVAE,0.7561,0.7496,0.7561,0.7254,,,0.3315,0.3703
KNN,Anonymous,0.6423,0.5912,0.6423,0.6039,,,0.036,0.0392
KNN,CTGAN,0.6748,0.6067,0.6748,0.6029,,,0.0435,0.0586
KNN,GaussianCopula,0.6992,0.6639,0.6992,0.6518,,,0.1539,0.181
KNN,Original,0.6504,0.6226,0.6504,0.6314,,,0.11,0.113
KNN,TVAE,0.6911,0.6342,0.6911,0.579,,,0.0197,0.0532
LogisticRegression,Anonymous,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
LogisticRegression,CTGAN,0.6748,0.6309,0.6748,0.6338,,,0.1087,0.1214
LogisticRegression,GaussianCopula,0.7236,0.7033,0.7236,0.6831,,,0.2293,0.2645
LogisticRegression,Original,0.8537,0.8626,0.8537,0.8427,,,0.6184,0.6476
LogisticRegression,TVAE,0.7073,0.6893,0.7073,0.6933,,,0.2608,0.2664
RandomForest,Anonymous,0.6016,0.559,0.6016,0.5747,,,-0.0304,-0.0316
RandomForest,CTGAN,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
RandomForest,GaussianCopula,0.6992,0.6626,0.6992,0.6283,,,0.1071,0.15
RandomForest,Original,0.8374,0.8427,0.8374,0.8252,,,0.576,0.6032
RandomForest,TVAE,0.7398,0.7422,0.7398,0.6895,,,0.2486,0.3139
SVM,Anonymous,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,CTGAN,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,GaussianCopula,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,Original,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,TVAE,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
