Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.8199,0.8342,0.8199,0.8266,0.6061,6.493,0.1957,0.1968
DecisionTree,CTGAN_HYBRID,0.7441,0.8177,0.7441,0.7752,0.5705,9.2232,0.1023,0.1096
DecisionTree,GaussianCopula_HYBRID,0.7843,0.8011,0.7843,0.7924,0.5199,7.7763,0.0368,0.037
DecisionTree,Original,0.8321,0.8407,0.8321,0.8362,0.62,6.0505,0.2281,0.2285
DecisionTree,TVAE_HYBRID,0.7715,0.8147,0.7715,0.791,0.5595,8.2347,0.0971,0.1
KNN,Anonymous,0.8767,0.8357,0.8767,0.845,0.6048,2.0725,0.1337,0.1655
KNN,CTGAN_HYBRID,0.8486,0.8188,0.8486,0.8317,0.5764,1.8241,0.1136,0.1181
KNN,GaussianCopula_HYBRID,0.8799,0.8073,0.8799,0.829,0.5183,2.6034,0.0108,0.0269
KNN,Original,0.8779,0.8378,0.8779,0.8459,0.6105,2.1223,0.1376,0.172
KNN,TVAE_HYBRID,0.875,0.806,0.875,0.8293,0.5662,2.1044,0.0212,0.036
LogisticRegression,Anonymous,0.8927,0.8715,0.8927,0.8649,0.7507,0.3099,0.2441,0.3038
LogisticRegression,CTGAN_HYBRID,0.8925,0.8706,0.8925,0.8663,0.6722,0.3467,0.2558,0.3093
LogisticRegression,GaussianCopula_HYBRID,0.8828,0.7797,0.8828,0.828,0.7333,0.3368,-0.0004,-0.0054
LogisticRegression,Original,0.8944,0.8763,0.8944,0.8652,0.7584,0.3059,0.2427,0.3121
LogisticRegression,TVAE_HYBRID,0.8818,0.8506,0.8818,0.8562,0.6887,0.3976,0.2063,0.2391
RandomForest,Anonymous,0.8927,0.8711,0.8927,0.8698,0.7756,0.385,0.2826,0.326
RandomForest,CTGAN_HYBRID,0.8871,0.8618,0.8871,0.865,0.6831,0.37,0.2612,0.2941
RandomForest,GaussianCopula_HYBRID,0.883,0.7797,0.883,0.8281,0.6375,0.353,0.0,0.0
RandomForest,Original,0.893,0.8714,0.893,0.8695,0.7878,0.3498,0.2792,0.3248
RandomForest,TVAE_HYBRID,0.8841,0.854,0.8841,0.8574,0.7052,0.618,0.2097,0.248
