Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.7911,0.7917,0.7911,0.7911,0.8285,6.9854,0.6614,0.6617
DecisionTree,CTGAN,0.3174,0.3995,0.3174,0.3144,0.4976,24.6048,0.0028,0.0031
DecisionTree,CTGAN_HYBRID,0.3942,0.3954,0.3942,0.3932,0.5163,21.8348,0.0259,0.026
DecisionTree,GaussianCopula,0.4118,0.4061,0.4118,0.4088,0.5097,21.1993,0.0368,0.0368
DecisionTree,GaussianCopula_HYBRID,0.4584,0.4474,0.4584,0.4522,0.5464,19.5209,0.1072,0.1074
DecisionTree,Original,0.6691,0.6847,0.6691,0.6758,0.7257,11.9276,0.472,0.4731
DecisionTree,TVAE,0.6058,0.5977,0.6058,0.5983,0.6625,14.2089,0.3568,0.3593
DecisionTree,TVAE_HYBRID,0.5335,0.5906,0.5335,0.5142,0.648,14.4856,0.2696,0.3049
KNN,Anonymous,0.7297,0.719,0.7297,0.7226,0.8519,2.2995,0.5524,0.5538
KNN,CTGAN,0.3187,0.4046,0.3187,0.2669,0.5063,6.8239,0.0213,0.027
KNN,CTGAN_HYBRID,0.4426,0.3983,0.4426,0.4067,0.5232,6.6987,0.0284,0.03
KNN,GaussianCopula,0.4069,0.4104,0.4069,0.4051,0.5242,4.8213,0.0412,0.0417
KNN,GaussianCopula_HYBRID,0.4268,0.4057,0.4268,0.4142,0.5354,5.2076,0.0389,0.0392
KNN,Original,0.5958,0.5813,0.5958,0.5871,0.7043,4.1334,0.3289,0.33
KNN,TVAE,0.5398,0.5062,0.5398,0.5022,0.6199,7.4829,0.2056,0.2128
KNN,TVAE_HYBRID,0.566,0.575,0.566,0.5516,0.6975,8.6495,0.306,0.3204
LogisticRegression,Anonymous,0.7401,0.7119,0.7401,0.7168,0.8637,0.6174,0.5582,0.5661
LogisticRegression,CTGAN,0.3585,0.5253,0.3585,0.2525,0.6257,1.1309,0.0511,0.0995
LogisticRegression,CTGAN_HYBRID,0.4991,0.4681,0.4991,0.3429,0.5739,1.0512,0.0054,0.0204
LogisticRegression,GaussianCopula,0.5683,0.5291,0.5683,0.5279,0.681,0.9562,0.2372,0.2527
LogisticRegression,GaussianCopula_HYBRID,0.5457,0.4958,0.5457,0.4355,0.6882,0.9641,0.1191,0.2018
LogisticRegression,Original,0.7631,0.7467,0.7631,0.7502,0.8758,0.5871,0.6016,0.6066
LogisticRegression,TVAE,0.6763,0.6477,0.6763,0.647,0.7789,1.3581,0.4546,0.4641
LogisticRegression,TVAE_HYBRID,0.6537,0.6566,0.6537,0.627,0.7825,1.5203,0.4326,0.456
RandomForest,Anonymous,0.8454,0.8402,0.8454,0.8394,0.9385,0.5495,0.7423,0.7455
RandomForest,CTGAN,0.3174,0.3725,0.3174,0.1883,0.5127,1.196,-0.0012,-0.0028
RandomForest,CTGAN_HYBRID,0.4887,0.3787,0.4887,0.3457,0.5363,1.0611,-0.0032,-0.0076
RandomForest,GaussianCopula,0.6293,0.558,0.6293,0.5755,0.6814,0.953,0.3383,0.3634
RandomForest,GaussianCopula_HYBRID,0.5429,0.498,0.5429,0.4779,0.6514,0.9839,0.1641,0.1858
RandomForest,Original,0.7685,0.7542,0.7685,0.7545,0.8813,0.619,0.6083,0.6155
RandomForest,TVAE,0.7129,0.6835,0.7129,0.6677,0.8397,0.9525,0.5095,0.5267
RandomForest,TVAE_HYBRID,0.6248,0.6297,0.6248,0.5962,0.7777,2.6939,0.3939,0.4252
