Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4329,0.4351,0.4329,0.4336,0.5635,20.4196,0.1219,0.122
DecisionTree,CTGAN_HYBRID,0.3747,0.4081,0.3747,0.3796,0.5425,22.5397,0.0679,0.0694
DecisionTree,GaussianCopula_HYBRID,0.3988,0.3828,0.3988,0.3878,0.5164,21.669,0.0403,0.0406
DecisionTree,Original,0.4496,0.4546,0.4496,0.452,0.5855,19.836,0.1576,0.1577
DecisionTree,TVAE_HYBRID,0.4529,0.4238,0.4529,0.4301,0.5645,19.7209,0.1317,0.1345
KNN,Anonymous,0.481,0.4258,0.481,0.4328,0.5834,6.6373,0.0966,0.1043
KNN,CTGAN_HYBRID,0.4225,0.4117,0.4225,0.3917,0.5438,7.6907,0.0434,0.0449
KNN,GaussianCopula_HYBRID,0.4785,0.3637,0.4785,0.3685,0.5115,8.7245,0.0056,0.0081
KNN,Original,0.4781,0.422,0.4781,0.4311,0.587,6.5115,0.0958,0.103
KNN,TVAE_HYBRID,0.5143,0.4176,0.5143,0.3901,0.5504,10.8085,0.0674,0.1136
LogisticRegression,Anonymous,0.5454,0.392,0.5454,0.4227,0.7312,1.0584,0.1448,0.2171
LogisticRegression,CTGAN_HYBRID,0.4216,0.4732,0.4216,0.3943,0.6933,1.221,0.0848,0.0876
LogisticRegression,GaussianCopula_HYBRID,0.5145,0.3869,0.5145,0.3632,0.6264,1.1347,0.0316,0.0889
LogisticRegression,Original,0.5694,0.3768,0.5694,0.4522,0.7521,0.9618,0.2318,0.2893
LogisticRegression,TVAE_HYBRID,0.5526,0.4672,0.5526,0.445,0.6912,1.4397,0.2131,0.257
RandomForest,Anonymous,0.5014,0.4432,0.5014,0.4557,0.7022,1.3913,0.1518,0.1614
RandomForest,CTGAN_HYBRID,0.4173,0.4264,0.4173,0.3911,0.6783,1.3853,0.0888,0.092
RandomForest,GaussianCopula_HYBRID,0.5078,0.3905,0.5078,0.3545,0.5786,1.1829,0.017,0.0479
RandomForest,Original,0.5315,0.4734,0.5315,0.4847,0.732,1.191,0.2154,0.2274
RandomForest,TVAE_HYBRID,0.5143,0.4316,0.5143,0.4433,0.6766,2.8096,0.1753,0.194
SVM,Anonymous,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
SVM,CTGAN_HYBRID,0.5161,0.2902,0.5161,0.3619,N/A,N/A,0.0458,0.1176
SVM,GaussianCopula_HYBRID,0.5062,0.2562,0.5062,0.3402,N/A,N/A,0.0,0.0
SVM,Original,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
SVM,TVAE_HYBRID,0.5214,0.363,0.5214,0.3735,N/A,N/A,0.0482,0.1339
