Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.819,0.8223,0.819,0.8206,0.5661,6.4669,0.1397,0.1398
DecisionTree,CTGAN_HYBRID,0.8042,0.8016,0.8042,0.8029,0.5195,7.0592,0.0399,0.04
DecisionTree,GaussianCopula_HYBRID,0.8005,0.8021,0.8005,0.8013,0.5213,7.1904,0.0423,0.0423
DecisionTree,Original,0.8732,0.8749,0.8732,0.874,0.6998,4.5717,0.3943,0.3944
DecisionTree,TVAE_HYBRID,0.6998,0.8055,0.6998,0.7433,0.5359,10.7844,0.0468,0.0523
KNN,Anonymous,0.8769,0.8364,0.8769,0.8454,0.6111,2.1022,0.1363,0.1684
KNN,CTGAN_HYBRID,0.874,0.801,0.874,0.8279,0.5067,2.7259,0.0128,0.0217
KNN,GaussianCopula_HYBRID,0.8731,0.7919,0.8731,0.8255,0.5161,2.5993,-0.0023,-0.0041
KNN,Original,0.8821,0.8614,0.8821,0.8678,0.753,1.5055,0.3004,0.3144
KNN,TVAE_HYBRID,0.7359,0.8086,0.7359,0.7673,0.5627,7.7109,0.0647,0.0691
LogisticRegression,Anonymous,0.8829,0.8266,0.8829,0.8285,0.6901,0.3386,0.0027,0.0207
LogisticRegression,CTGAN_HYBRID,0.8827,0.8189,0.8827,0.8286,0.6565,0.3548,0.0037,0.0212
LogisticRegression,GaussianCopula_HYBRID,0.8828,0.7797,0.8828,0.828,0.6302,0.3559,-0.0004,-0.0054
LogisticRegression,Original,0.9009,0.8857,0.9009,0.8866,0.8977,0.2487,0.3931,0.4191
LogisticRegression,TVAE_HYBRID,0.8055,0.8025,0.8055,0.804,0.5597,0.7366,0.0441,0.0441
RandomForest,Anonymous,0.8666,0.8336,0.8666,0.8454,0.6824,0.8673,0.1666,0.1801
RandomForest,CTGAN_HYBRID,0.8663,0.7949,0.8663,0.8244,0.5962,1.055,0.0037,0.0052
RandomForest,GaussianCopula_HYBRID,0.8774,0.7907,0.8774,0.8265,0.5896,0.5189,-0.0025,-0.0057
RandomForest,Original,0.9042,0.8915,0.9042,0.8935,0.9253,0.2223,0.4395,0.4569
RandomForest,TVAE_HYBRID,0.7426,0.8003,0.7426,0.7686,0.5781,1.6511,0.0306,0.032
