Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.6875,0.6447,0.6875,0.6429,0.5523,11.2636,0.1243,0.1423
DecisionTree,Original,0.8194,0.8158,0.8194,0.8169,0.7745,6.5079,0.5634,0.5647
DecisionTree,TVAE,0.6458,0.5476,0.6458,0.5733,0.4841,12.7655,-0.0396,-0.0511
KNN,CTGAN,0.6458,0.5307,0.6458,0.5647,0.5507,3.7,-0.0564,-0.0773
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,0.475,11.0211,0.0,0.0
LogisticRegression,CTGAN,0.6944,0.4823,0.6944,0.5692,0.5223,0.6859,0.0,0.0
LogisticRegression,Original,0.8472,0.8588,0.8472,0.8339,0.7905,0.4473,0.5934,0.6293
LogisticRegression,TVAE,0.6597,0.5201,0.6597,0.5628,0.5355,2.3075,-0.0488,-0.0798
RandomForest,CTGAN,0.6944,0.4823,0.6944,0.5692,0.5247,0.66,0.0,0.0
RandomForest,Original,0.8472,0.8535,0.8472,0.8359,0.8244,0.45,0.5992,0.6264
RandomForest,TVAE,0.6736,0.5689,0.6736,0.5807,0.4817,8.2512,-0.0059,-0.0097
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
