Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5764,0.5947,0.5764,0.5843,0.5232,15.2685,0.0444,0.0447
DecisionTree,CTGAN_HYBRID,0.5139,0.5786,0.5139,0.5328,0.5036,17.5212,0.0063,0.0067
DecisionTree,GaussianCopula_HYBRID,0.5208,0.5882,0.5208,0.5396,0.515,17.2709,0.0259,0.0277
DecisionTree,Original,0.7431,0.7562,0.7431,0.7479,0.7195,9.2612,0.4204,0.4229
DecisionTree,TVAE_HYBRID,0.6944,0.4823,0.6944,0.5692,0.5,11.0133,0.0,0.0
KNN,Anonymous,0.6389,0.6055,0.6389,0.6165,0.4816,2.579,0.0659,0.0681
KNN,CTGAN_HYBRID,0.6042,0.5743,0.6042,0.5862,0.5657,1.3446,-0.0029,-0.003
KNN,GaussianCopula_HYBRID,0.6111,0.6011,0.6111,0.6057,0.5305,1.6211,0.0597,0.0598
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
KNN,TVAE_HYBRID,0.6944,0.4823,0.6944,0.5692,0.5,11.0133,0.0,0.0
LogisticRegression,Anonymous,0.5347,0.6455,0.5347,0.5498,0.5902,0.7964,0.1216,0.1415
LogisticRegression,CTGAN_HYBRID,0.7014,0.6913,0.7014,0.5965,0.4434,0.6491,0.048,0.1143
LogisticRegression,GaussianCopula_HYBRID,0.4583,0.6131,0.4583,0.4612,0.5741,0.7254,0.0501,0.0665
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
LogisticRegression,TVAE_HYBRID,0.7014,0.6913,0.7014,0.5965,0.5952,1.9243,0.048,0.1143
RandomForest,Anonymous,0.5972,0.5813,0.5972,0.5884,0.5753,0.6942,0.0132,0.0133
RandomForest,CTGAN_HYBRID,0.6736,0.6179,0.6736,0.6208,0.5119,0.6479,0.0714,0.0844
RandomForest,GaussianCopula_HYBRID,0.5694,0.6332,0.5694,0.5862,0.5476,0.6874,0.1199,0.1275
RandomForest,Original,0.8125,0.8071,0.8125,0.8076,0.8174,0.4519,0.5376,0.5415
RandomForest,TVAE_HYBRID,0.6944,0.4823,0.6944,0.5692,0.5153,9.2373,0.0,0.0
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,CTGAN_HYBRID,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,GaussianCopula_HYBRID,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,TVAE_HYBRID,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
