Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.3818,0.3887,0.3818,0.3821,0.5035,22.283,0.0104,0.0105
DecisionTree,Original,0.6709,0.6871,0.6709,0.6778,0.7285,11.8608,0.4742,0.4752
DecisionTree,TVAE,0.5633,0.469,0.5633,0.5107,0.6012,15.742,0.2457,0.2584
KNN,CTGAN,0.3343,0.3579,0.3343,0.3281,0.4851,5.3862,-0.0376,-0.0402
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.5316,0.4306,0.5316,0.4734,0.5827,11.6185,0.1603,0.1726
LogisticRegression,CTGAN,0.4142,0.3603,0.4142,0.3742,0.4984,1.0494,0.0258,0.0283
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.5798,0.5469,0.5798,0.5359,0.6767,7.1577,0.3,0.3202
RandomForest,CTGAN,0.3652,0.3266,0.3652,0.3311,0.4553,1.0789,-0.0458,-0.0511
RandomForest,Original,0.7786,0.7646,0.7786,0.7641,0.889,0.6229,0.6251,0.6325
RandomForest,TVAE,0.6619,0.5414,0.6619,0.5952,0.7344,6.2149,0.402,0.4259
