Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.8066,0.8317,0.8066,0.8181,0.6031,6.9712,0.1805,0.1829
DecisionTree,Original,0.8752,0.8768,0.8752,0.876,0.7046,4.5,0.4038,0.4039
DecisionTree,TVAE,0.8407,0.8789,0.8407,0.8555,0.7413,5.7435,0.3849,0.3991
KNN,CTGAN,0.8753,0.8336,0.8753,0.8441,0.6255,1.9426,0.1303,0.1593
KNN,Original,0.8821,0.8614,0.8821,0.8678,0.753,1.5055,0.3004,0.3144
KNN,TVAE,0.8286,0.8597,0.8286,0.8417,0.7747,2.173,0.3064,0.3136
LogisticRegression,CTGAN,0.8941,0.8738,0.8941,0.8686,0.8327,0.2837,0.2691,0.3236
LogisticRegression,Original,0.9009,0.8857,0.9009,0.8866,0.8977,0.2487,0.3931,0.4191
LogisticRegression,TVAE,0.8764,0.8893,0.8764,0.8819,0.8885,0.4092,0.4573,0.4607
RandomForest,CTGAN,0.8954,0.8772,0.8954,0.8687,0.8189,0.2919,0.2663,0.3287
RandomForest,Original,0.9042,0.8911,0.9042,0.8927,0.9255,0.2224,0.4322,0.4522
RandomForest,TVAE,0.8701,0.892,0.8701,0.8788,0.8809,0.4143,0.4607,0.4689
