Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4479,0.6281,0.4479,0.4356,0.5439,19.8991,0.064,0.0928
DecisionTree,Original,0.7708,0.7754,0.7708,0.7728,0.7424,8.26,0.4762,0.4767
KNN,Anonymous,0.5938,0.5465,0.5938,0.5638,0.4828,2.4823,-0.0505,-0.0529
KNN,Original,0.6146,0.5719,0.6146,0.5861,0.499,2.8304,0.0034,0.0035
LogisticRegression,Anonymous,0.4271,0.7978,0.4271,0.3595,0.8268,1.0227,0.1111,0.2425
LogisticRegression,Original,0.8333,0.8355,0.8333,0.8225,0.7894,0.4577,0.5733,0.5949
RandomForest,Anonymous,0.5,0.6978,0.5,0.4913,0.6258,0.8179,0.1467,0.2086
RandomForest,Original,0.8125,0.8096,0.8125,0.8107,0.7972,0.4841,0.5556,0.5562
SVM,Anonymous,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
SVM,Original,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
