Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5347,0.5434,0.5347,0.5388,N/A,N/A,-0.0758,-0.0759
DecisionTree,GaussianCopula,0.7153,0.7135,0.7153,0.7143,N/A,N/A,0.3248,0.3248
DecisionTree,Original,0.7569,0.7619,0.7569,0.7591,N/A,N/A,0.438,0.4385
DecisionTree,TVAE,0.4722,0.5278,0.4722,0.4918,N/A,N/A,-0.1032,-0.1079
KNN,CTGAN,0.5694,0.6008,0.5694,0.5815,N/A,N/A,0.0574,0.0584
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,N/A,N/A,-0.0655,-0.0722
KNN,Original,0.6597,0.6276,0.6597,0.6366,N/A,N/A,0.1136,0.118
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.6736,0.6363,0.6736,0.6428,N/A,N/A,0.1251,0.1338
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,N/A,N/A,0.4896,0.4922
LogisticRegression,Original,0.7361,0.7516,0.7361,0.7416,N/A,N/A,0.4083,0.4115
LogisticRegression,TVAE,0.6458,0.5941,0.6458,0.6072,N/A,N/A,0.0367,0.04
RandomForest,CTGAN,0.6597,0.5863,0.6597,0.5976,N/A,N/A,0.0167,0.0206
RandomForest,GaussianCopula,0.7778,0.7769,0.7778,0.7518,N/A,N/A,0.3911,0.4307
RandomForest,Original,0.8264,0.8219,0.8264,0.8202,N/A,N/A,0.5661,0.5731
RandomForest,TVAE,0.5625,0.5539,0.5625,0.558,N/A,N/A,-0.051,-0.051
SVM,CTGAN,0.6667,0.5736,0.6667,0.5859,N/A,N/A,-0.0023,-0.0033
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
