Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.833,0.8391,0.833,0.836,0.6144,6.0186,0.2206,0.2208
DecisionTree,CTGAN_HYBRID,0.8126,0.8272,0.8126,0.8195,0.5876,6.7559,0.1619,0.1627
DecisionTree,GaussianCopula_HYBRID,0.7864,0.808,0.7864,0.7967,0.5387,7.7006,0.0697,0.0703
DecisionTree,Original,0.8332,0.8419,0.8332,0.8374,0.6231,6.0106,0.2337,0.2343
DecisionTree,TVAE_HYBRID,0.8437,0.8312,0.8437,0.8371,0.5835,5.6319,0.181,0.182
KNN,Anonymous,0.8769,0.8367,0.8769,0.8457,0.6092,2.0811,0.1383,0.1702
KNN,CTGAN_HYBRID,0.8714,0.8266,0.8714,0.8401,0.5802,2.3447,0.1101,0.133
KNN,GaussianCopula_HYBRID,0.8688,0.8006,0.8688,0.827,0.5051,2.6556,0.0171,0.0245
KNN,Original,0.8779,0.8378,0.8779,0.8459,0.6105,2.1223,0.1376,0.172
KNN,TVAE_HYBRID,0.8326,0.8079,0.8326,0.8193,0.5847,2.5933,0.0673,0.0687
LogisticRegression,Anonymous,0.8941,0.8749,0.8941,0.8657,0.7547,0.3069,0.2471,0.3123
LogisticRegression,CTGAN_HYBRID,0.8932,0.8723,0.8932,0.8661,0.6903,0.3348,0.2526,0.3105
LogisticRegression,GaussianCopula_HYBRID,0.8829,0.7797,0.8829,0.8281,0.6964,0.3439,-0.0002,-0.0038
LogisticRegression,Original,0.8944,0.8763,0.8944,0.8652,0.7584,0.3059,0.2427,0.3121
LogisticRegression,TVAE_HYBRID,0.8891,0.864,0.8891,0.8556,0.719,0.4738,0.1828,0.2499
RandomForest,Anonymous,0.8942,0.8737,0.8942,0.8718,0.7754,0.3806,0.2942,0.3383
RandomForest,CTGAN_HYBRID,0.893,0.8717,0.893,0.8662,0.6979,0.3759,0.2537,0.3101
RandomForest,GaussianCopula_HYBRID,0.8829,0.7797,0.8829,0.8281,0.665,0.3461,-0.0002,-0.0038
RandomForest,Original,0.8938,0.8732,0.8938,0.8717,0.7827,0.352,0.294,0.3369
RandomForest,TVAE_HYBRID,0.8907,0.8671,0.8907,0.8616,0.6991,1.3518,0.2245,0.2831
