Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4246,0.4332,0.4246,0.4285,0.5672,20.7084,0.1245,0.1246
DecisionTree,Original,0.4508,0.4568,0.4508,0.4536,0.5865,19.7917,0.1604,0.1605
KNN,Anonymous,0.4818,0.4261,0.4818,0.4333,0.5837,6.5985,0.0982,0.1062
KNN,Original,0.4781,0.422,0.4781,0.4311,0.587,6.5115,0.0958,0.103
LogisticRegression,Anonymous,0.5553,0.3688,0.5553,0.432,0.7352,1.0078,0.1683,0.2451
LogisticRegression,Original,0.5694,0.3768,0.5694,0.4522,0.7521,0.9618,0.2318,0.2893
RandomForest,Anonymous,0.5077,0.4484,0.5077,0.463,0.6887,1.4527,0.1716,0.1808
RandomForest,Original,0.5341,0.4776,0.5341,0.4879,0.7314,1.1979,0.2189,0.2311
SVM,Anonymous,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
SVM,Original,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
