Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.8645,0.8352,0.8645,0.8463,0.5724,4.8826,0.1808,0.1912
DecisionTree,Original,0.8714,0.8724,0.8714,0.8719,0.6927,4.6355,0.3824,0.3824
DecisionTree,TVAE,0.8515,0.8668,0.8515,0.8583,0.6933,5.3529,0.3497,0.3525
KNN,CTGAN,0.8812,0.8337,0.8812,0.8369,0.6239,2.6483,0.0635,0.1114
KNN,Original,0.8821,0.8614,0.8821,0.8678,0.753,1.5055,0.3004,0.3144
KNN,TVAE,0.815,0.8486,0.815,0.8295,0.7406,1.7543,0.2546,0.261
LogisticRegression,CTGAN,0.8933,0.8736,0.8933,0.8638,0.7686,0.3486,0.2347,0.3019
LogisticRegression,Original,0.9009,0.8857,0.9009,0.8866,0.8977,0.2487,0.3931,0.4191
LogisticRegression,TVAE,0.8819,0.8833,0.8819,0.8826,0.8841,0.3795,0.4349,0.4349
RandomForest,CTGAN,0.8936,0.8778,0.8936,0.8607,0.7898,0.4759,0.2107,0.2934
RandomForest,Original,0.9062,0.8938,0.9062,0.895,0.9236,0.2302,0.4446,0.4649
RandomForest,TVAE,0.8923,0.8784,0.8923,0.8829,0.8661,0.3997,0.3925,0.402
