Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.7543,0.8217,0.7543,0.7828,0.5821,8.8565,0.1213,0.129
DecisionTree,Original,0.8325,0.84,0.8325,0.8361,0.6177,6.0385,0.2251,0.2254
DecisionTree,TVAE,0.8541,0.8339,0.8541,0.8427,0.5821,5.2573,0.1886,0.1923
KNN,CTGAN,0.8363,0.8188,0.8363,0.827,0.6036,1.5747,0.1207,0.1219
KNN,Original,0.8779,0.8378,0.8779,0.8459,0.6105,2.1223,0.1376,0.172
KNN,TVAE,0.8819,0.8362,0.8819,0.8369,0.5859,3.0222,0.0625,0.1138
LogisticRegression,CTGAN,0.8854,0.8607,0.8854,0.8656,0.7176,0.3498,0.271,0.2972
LogisticRegression,Original,0.8944,0.8763,0.8944,0.8652,0.7584,0.3059,0.2427,0.3121
LogisticRegression,TVAE,0.8505,0.8326,0.8505,0.8406,0.709,0.6886,0.1848,0.1874
RandomForest,CTGAN,0.8806,0.8565,0.8806,0.8635,0.7237,0.3609,0.2692,0.2868
RandomForest,Original,0.8932,0.8719,0.8932,0.8698,0.7859,0.3549,0.2807,0.3265
RandomForest,TVAE,0.8868,0.8578,0.8868,0.8566,0.7337,1.2497,0.1962,0.2474
