Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.574,0.6137,0.574,0.5885,,,0.3356,0.3395
DecisionTree,CTGAN,0.5718,0.5668,0.5718,0.5685,,,0.3031,0.3036
DecisionTree,GaussianCopula,0.4,0.409,0.4,0.3998,,,0.0395,0.04
DecisionTree,Original,0.6904,0.6956,0.6904,0.6928,,,0.4998,0.5
DecisionTree,TVAE,0.5887,0.6166,0.5887,0.5949,,,0.3531,0.3585
KNN,Anonymous,0.6689,0.6544,0.6689,0.6605,,,0.4515,0.4526
KNN,CTGAN,0.4847,0.4639,0.4847,0.4669,,,0.1338,0.1359
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,,,-0.0151,-0.0156
KNN,Original,0.5774,0.5653,0.5774,0.5703,,,0.3,0.3007
KNN,TVAE,0.5322,0.5021,0.5322,0.512,,,0.2047,0.2076
LogisticRegression,Anonymous,0.7469,0.7427,0.7469,0.7439,,,0.5838,0.5848
LogisticRegression,CTGAN,0.6542,0.5802,0.6542,0.5968,,,0.4033,0.4211
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,,,0.2419,0.29
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,,,0.5716,0.5815
LogisticRegression,TVAE,0.6791,0.6556,0.6791,0.6639,,,0.4655,0.4682
RandomForest,Anonymous,0.7684,0.7484,0.7684,0.7498,,,0.6092,0.6156
RandomForest,CTGAN,0.6508,0.544,0.6508,0.5901,,,0.4009,0.4218
RandomForest,GaussianCopula,0.5243,0.4721,0.5243,0.4852,,,0.176,0.1839
RandomForest,Original,0.7751,0.7586,0.7751,0.7576,,,0.6175,0.6265
RandomForest,TVAE,0.6915,0.6869,0.6915,0.6835,,,0.4966,0.5011
SVM,Anonymous,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,CTGAN,0.4904,0.3817,0.4904,0.4037,,,0.0374,0.0485
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407
