Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4167,0.425,0.4167,0.4204,,,-0.0074,-0.0074
DecisionTree,Original,0.4242,0.4232,0.4242,0.4235,,,-0.0102,-0.0103
KNN,Anonymous,0.5173,0.4963,0.5173,0.5047,,,0.1175,0.1181
KNN,Original,0.5173,0.497,0.5173,0.505,,,0.1183,0.1189
LogisticRegression,Anonymous,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
LogisticRegression,Original,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
RandomForest,Anonymous,0.5653,0.4007,0.5653,0.4385,,,-0.0156,-0.0296
RandomForest,Original,0.5666,0.4206,0.5666,0.4445,,,-0.0057,-0.0101
SVM,Anonymous,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,Original,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
