Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.8295,0.8378,0.8295,0.8335,0.6124,6.1461,0.214,0.2144
DecisionTree,CTGAN_HYBRID,0.7039,0.8208,0.7039,0.7493,0.5806,10.674,0.1011,0.1157
DecisionTree,GaussianCopula_HYBRID,0.7998,0.8078,0.7998,0.8037,0.5361,7.2143,0.0694,0.0695
DecisionTree,Original,0.8306,0.8392,0.8306,0.8347,0.6163,6.1063,0.2209,0.2214
DecisionTree,TVAE_HYBRID,0.7619,0.8266,0.7619,0.7891,0.5958,8.5814,0.1426,0.1513
KNN,Anonymous,0.8769,0.8367,0.8769,0.8457,0.6092,2.0811,0.1383,0.1702
KNN,CTGAN_HYBRID,0.8099,0.8214,0.8099,0.8155,0.6007,1.5205,0.1349,0.1354
KNN,GaussianCopula_HYBRID,0.8688,0.8006,0.8688,0.827,0.5051,2.6556,0.0171,0.0245
KNN,Original,0.8779,0.8378,0.8779,0.8459,0.6105,2.1223,0.1376,0.172
KNN,TVAE_HYBRID,0.817,0.8107,0.817,0.8138,0.6033,2.4863,0.0838,0.0839
LogisticRegression,Anonymous,0.8941,0.8749,0.8941,0.8657,0.7547,0.3069,0.2471,0.3123
LogisticRegression,CTGAN_HYBRID,0.8826,0.8622,0.8826,0.8685,0.7388,0.3606,0.3044,0.3183
LogisticRegression,GaussianCopula_HYBRID,0.8829,0.7797,0.8829,0.8281,0.6964,0.3439,-0.0002,-0.0038
LogisticRegression,Original,0.8944,0.8763,0.8944,0.8652,0.7584,0.3059,0.2427,0.3121
LogisticRegression,TVAE_HYBRID,0.7776,0.8285,0.7776,0.7996,0.6652,1.1229,0.1564,0.1631
RandomForest,Anonymous,0.8941,0.8735,0.8941,0.8719,0.7773,0.4104,0.2947,0.3381
RandomForest,CTGAN_HYBRID,0.8658,0.8541,0.8658,0.8593,0.7245,0.4046,0.2897,0.2919
RandomForest,GaussianCopula_HYBRID,0.8831,0.8968,0.8831,0.8284,0.6617,0.3538,0.0017,0.0289
RandomForest,Original,0.8935,0.8725,0.8935,0.8708,0.7864,0.3506,0.2882,0.3322
RandomForest,TVAE_HYBRID,0.8244,0.8377,0.8244,0.8307,0.6974,0.6637,0.2127,0.2137
