Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5492,0.549,0.5492,0.5478,,,0.2724,0.2731
DecisionTree,GaussianCopula,0.3876,0.3789,0.3876,0.3812,,,-0.0014,-0.0014
DecisionTree,Original,0.7006,0.7034,0.7006,0.7019,,,0.5156,0.5157
DecisionTree,TVAE,0.6328,0.635,0.6328,0.6325,,,0.4071,0.4082
KNN,CTGAN,0.4825,0.452,0.4825,0.46,,,0.1129,0.1151
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,,,-0.0151,-0.0156
KNN,Original,0.5774,0.5653,0.5774,0.5703,,,0.3,0.3007
KNN,TVAE,0.5379,0.4853,0.5379,0.4995,,,0.2068,0.2136
LogisticRegression,CTGAN,0.6373,0.5799,0.6373,0.6001,,,0.3718,0.3827
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,,,0.2419,0.29
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,,,0.5716,0.5815
LogisticRegression,TVAE,0.6757,0.6508,0.6757,0.6589,,,0.4536,0.4576
RandomForest,CTGAN,0.6531,0.5939,0.6531,0.6095,,,0.402,0.414
RandomForest,GaussianCopula,0.548,0.486,0.548,0.493,,,0.1979,0.2158
RandomForest,Original,0.7785,0.7685,0.7785,0.7669,,,0.626,0.6325
RandomForest,TVAE,0.7119,0.6798,0.7119,0.6796,,,0.5139,0.525
SVM,CTGAN,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407
