Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6604,0.6766,0.6604,0.6674,0.72,12.2407,0.458,0.459
DecisionTree,CTGAN_HYBRID,0.4367,0.4828,0.4367,0.4536,0.5586,20.3017,0.1229,0.1252
DecisionTree,GaussianCopula_HYBRID,0.4051,0.4134,0.4051,0.4086,0.5252,21.4416,0.0445,0.0446
DecisionTree,Original,0.683,0.6996,0.683,0.69,0.7384,11.4265,0.4939,0.495
DecisionTree,TVAE_HYBRID,0.5979,0.6274,0.5979,0.6088,0.6741,14.4935,0.3677,0.3706
KNN,Anonymous,0.5866,0.5689,0.5866,0.5723,0.6749,5.3167,0.3004,0.3047
KNN,CTGAN_HYBRID,0.4684,0.4156,0.4684,0.4051,0.5466,9.1285,0.0276,0.0327
KNN,GaussianCopula_HYBRID,0.4345,0.4136,0.4345,0.4206,0.5317,5.7877,0.0442,0.0447
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE_HYBRID,0.5226,0.506,0.5226,0.5133,0.6344,7.1543,0.2089,0.2094
LogisticRegression,Anonymous,0.7402,0.7178,0.7402,0.719,0.8174,0.9318,0.5574,0.566
LogisticRegression,CTGAN_HYBRID,0.5941,0.5469,0.5941,0.5641,0.6545,1.2547,0.303,0.3095
LogisticRegression,GaussianCopula_HYBRID,0.5663,0.5008,0.5663,0.4734,0.6811,0.9947,0.1772,0.2445
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE_HYBRID,0.677,0.6732,0.677,0.675,0.7865,1.5115,0.4729,0.473
RandomForest,Anonymous,0.7681,0.7511,0.7681,0.7509,0.884,0.6176,0.6062,0.6142
RandomForest,CTGAN_HYBRID,0.622,0.5469,0.622,0.5465,0.7135,0.9011,0.2922,0.3619
RandomForest,GaussianCopula_HYBRID,0.5633,0.5324,0.5633,0.4767,0.6393,0.9749,0.1743,0.229
RandomForest,Original,0.7771,0.7643,0.7771,0.7637,0.8896,0.6025,0.6227,0.6302
RandomForest,TVAE_HYBRID,0.6913,0.6944,0.6913,0.6874,0.8306,0.8083,0.5032,0.5082
