Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.626,0.6533,0.626,0.6371,N/A,N/A,0.4091,0.4113
DecisionTree,Original,0.6949,0.6983,0.6949,0.6965,N/A,N/A,0.506,0.506
KNN,Anonymous,0.6712,0.6569,0.6712,0.6629,N/A,N/A,0.4552,0.4564
KNN,Original,0.5774,0.5653,0.5774,0.5703,N/A,N/A,0.3,0.3007
LogisticRegression,Anonymous,0.7412,0.7246,0.7412,0.7301,N/A,N/A,0.5704,0.5726
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,N/A,N/A,0.5716,0.5815
RandomForest,Anonymous,0.7446,0.7231,0.7446,0.7272,N/A,N/A,0.5723,0.5771
RandomForest,Original,0.7706,0.7574,0.7706,0.7573,N/A,N/A,0.6122,0.6189
SVM,Anonymous,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
