Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6056,0.6353,0.6056,0.6164,,,0.3797,0.3828
DecisionTree,Original,0.6768,0.6824,0.6768,0.6794,,,0.4787,0.4788
KNN,Anonymous,0.6689,0.6547,0.6689,0.6607,,,0.4516,0.4527
KNN,Original,0.5774,0.5653,0.5774,0.5703,,,0.3,0.3007
LogisticRegression,Anonymous,0.7424,0.7375,0.7424,0.7391,,,0.5763,0.5772
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,,,0.5716,0.5815
RandomForest,Anonymous,0.7469,0.7211,0.7469,0.7268,,,0.5734,0.5792
RandomForest,Original,0.7729,0.758,0.7729,0.7571,,,0.6147,0.6226
SVM,Anonymous,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
