Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.8219,0.8221,0.8219,0.822,0.5639,6.2507,0.1388,0.1388
DecisionTree,CTGAN_HYBRID,0.8299,0.7991,0.8299,0.8134,0.5094,6.1249,0.0259,0.0267
DecisionTree,GaussianCopula_HYBRID,0.8068,0.8024,0.8068,0.8046,0.5212,6.9632,0.0434,0.0434
DecisionTree,Original,0.8749,0.8756,0.8749,0.8753,0.7,4.5079,0.3979,0.3979
DecisionTree,TVAE_HYBRID,0.7705,0.8046,0.7705,0.7864,0.5278,8.1914,0.0522,0.0532
KNN,Anonymous,0.8777,0.8379,0.8777,0.8462,0.6045,2.1703,0.1401,0.1737
KNN,CTGAN_HYBRID,0.8799,0.8097,0.8799,0.8294,0.5487,2.9972,0.0135,0.0327
KNN,GaussianCopula_HYBRID,0.8782,0.7957,0.8782,0.8274,0.5172,2.6991,0.002,0.0047
KNN,Original,0.8821,0.8614,0.8821,0.8678,0.753,1.5055,0.3004,0.3144
KNN,TVAE_HYBRID,0.8547,0.8099,0.8547,0.8283,0.5402,2.4516,0.0653,0.0723
LogisticRegression,Anonymous,0.8829,0.8266,0.8829,0.8285,0.6895,0.3388,0.0027,0.0207
LogisticRegression,CTGAN_HYBRID,0.8828,0.8303,0.8828,0.8293,0.6831,0.361,0.0082,0.0382
LogisticRegression,GaussianCopula_HYBRID,0.8828,0.7797,0.8828,0.828,0.6297,0.3559,-0.0004,-0.0054
LogisticRegression,Original,0.9009,0.8857,0.9009,0.8866,0.8977,0.2487,0.3931,0.4191
LogisticRegression,TVAE_HYBRID,0.8343,0.8008,0.8343,0.8162,0.5872,0.5176,0.0334,0.0347
RandomForest,Anonymous,0.8424,0.8171,0.8424,0.8284,0.659,1.1126,0.1091,0.1119
RandomForest,CTGAN_HYBRID,0.8661,0.7947,0.8661,0.8243,0.6064,1.6189,0.0033,0.0047
RandomForest,GaussianCopula_HYBRID,0.8785,0.7929,0.8785,0.8271,0.5917,0.5056,-0.0004,-0.0009
RandomForest,Original,0.9042,0.8911,0.9042,0.8927,0.9256,0.2258,0.4322,0.4522
RandomForest,TVAE_HYBRID,0.7965,0.8049,0.7965,0.8006,0.604,1.1028,0.0555,0.0556
