Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5208,0.5735,0.5208,0.5381,N/A,N/A,0.0001,0.0002
DecisionTree,Original,0.7042,0.7228,0.7042,0.7108,N/A,N/A,0.3433,0.3467
DecisionTree,TVAE,0.575,0.5874,0.575,0.5807,N/A,N/A,0.0326,0.0327
KNN,CTGAN,0.7042,0.6855,0.7042,0.6181,N/A,N/A,0.0923,0.1557
KNN,Original,0.6625,0.6241,0.6625,0.6322,N/A,N/A,0.1048,0.1116
KNN,TVAE,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,N/A,N/A,0.343,0.343
LogisticRegression,TVAE,0.6875,0.4775,0.6875,0.5636,N/A,N/A,-0.0083,-0.0432
RandomForest,CTGAN,0.6833,0.4766,0.6833,0.5616,N/A,N/A,-0.0165,-0.0612
RandomForest,Original,0.7792,0.7703,0.7792,0.7702,N/A,N/A,0.4471,0.4543
RandomForest,TVAE,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
